MAG,DECON_RAW_080613_8_PD_SG,DECON_RAW_080813_19_PD_SG,DECON_RAW_080813_7_MC_SG,DECON_RAW_080913_2_MC_SG,RAW_080613_5_PH_0SG,RAW_080913_8_1_PH_0SG
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_10_modified,1.44751475916432,0.568099113972433,0.00251398747840516,0.0101044398453022,3.73866379063149,0.0509689102420101
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_11_modified,0.0825874993873807,0.0152313037143262,0.00191493006263588,0.00385311553736769,2.57950309774065,0.0289075852307405
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_12_modified,23.0731847500397,0.278221103594411,1.24079724601767,0.301984405724166,4.44106821250892,0.000356125809358692
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_14_modified,0.0795322428646597,0,0.00083970734088702,0.0363204201157233,4.1675294276451,0.000340455985602883
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,4.34294435448621,1.25784964884934,0.0633526858072795,0.248636039646008,7.65213045427052,0.0111927575645373
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_16_modified,0.704920886655732,0.0560016778971379,0,0.000327970998775362,2.78527726550544,0.0229547075326796
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_18_modified,2.101802655198,1.31476556317723,0.0487085388335252,0.0539513584277955,78.2319761967795,0.770571064982505
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_19_modified,0.00297178419769136,0,0,0,2.23566547199915,0.0127840833517719
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_20_modified,1.87546987222408,0.0615329575203721,0.00891849393873332,0.00139220171194345,5.06316335139683,0.0320709804962799
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_22_modified,1.94624378237327,0.0276532291950489,0.012845357357789,0.181528323143772,3.76824773680389,0.0242170794570857
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_24_modified,0,0,0,0,4.8229525642454,0.119047533581311
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_25_modified,512.420908810679,352.816437190649,0.529253686330813,0.676050248456807,41.3333123643827,0.920153790731131
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_26_modified,20.0004910371045,7.49206315873236,0.0050631945714011,0.0116861984648731,70.6036529491799,0.609841194835945
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_27_modified,0,0,0,0,0.760631442843918,0
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_28_modified,0.208555269844655,0,0.0371333144051649,0.0731570649489959,5.31099717501872,0.187778374304925
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_2_modified,0,0.483226380211731,0,0,1.00368525645022,0.402521571996183
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_30_modified,0,0,0,0,1.05141361863465,0.00525864109163296
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_31_modified,0.543920326093723,0.0918147601248442,0,0.000506016714629095,2.35855576673761,0.000402426910642053
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_32_modified,0,0,0,0,2.01296212467681,0.000246599812873255
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_33_modified,0,0,0,0,1.29154562191876,0.00352611827971405
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_34_modified,0,0,0,0,2.26686107254253,0.0155691622364765
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_35_modified,0.218385730970226,0.299392850510446,0,0.00952430697459756,13.6838615918795,0.0785424394957356
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_38_modified,0.13216531465563,0,0,0.00024140822431849,1.49624041409642,0.0063410925509058
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_39_modified,0.0167165211555199,0,0,0,0.961458479378674,0.0159035584893863
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_3_modified,0.000823217989663809,0.00297357361170057,6.20690127166002e-05,0.00227194596943985,1.41391101940186,0.00816888838304486
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_40_modified,0.426453920149997,0.25135367092719,0.00199546811082897,0.00083994975297203,2.36271696337477,0.00121779130807984
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_41_modified,0.605194412820787,0.0269716688885276,0,0.000526733620220393,52.0770721120448,0.1750858477652
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_42_modified,0,0,0,0,3.26282972260586,0.00136271561614961
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_43_modified,0.89392894242226,0.420711614449411,0,0.00288780417083984,44.2843881071294,0.656899713201334
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_44_modified,11.9898576131431,0.336198344608648,0.00276725761996264,0.0175261150444053,6.39459056768373,0.0841642324267791
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_46_modified,24.9506092607297,0.00130825805707164,0.0164268794451751,0.00626304986347261,12.9394652042763,0.00268815647631968
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_47_modified,0,0,0,0,1.09320675757206,0.536100729630283
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_48_modified,3.21181199995944,2.46410457856717,0.000560856314850468,0,1.16387807376223,0.000709957388722939
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_49_modified,0,0,0,0,1.12058391689438,0
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_50_modified,747.339723179796,87.1642914196367,0.436569321918277,0.337458828888229,11.4710252605072,19.2191220864932
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_52_modified,2.26498008312551,0.640100850595708,0.00151850088655128,0.00663604238032057,7.45258308910721,0.0545078682598874
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_53_modified,0,0,0,0,1.42890145502073,1.77754451917493
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_55_modified,0,0,0,0,2.55478773988809,5.3332881040484e-05
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_56_modified,0,0,0,0,0.765579079079779,3.27738083812954
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_58_modified,0.047319031631325,0.329103479981647,0.093790103691756,0.0165641509942374,2.86630044945833,0.222358755099456
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_59_modified,0,0,0,0,1.33237761479361,0.00131901756800782
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_5_modified,0.0419233105386505,0,0.00909463975746355,0.00829686491119043,6.74712623278022,0.00828578312219209
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_63_modified,0.680886849485015,2.00239333226247,0,0,2.39745468246229,0.00295605566747512
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_6_modified,0.119345583704742,0.0238193097253572,0,8.19378890995527e-05,1.7216729873161,0.00833634002756221
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_72_modified,0.00866908904008949,0,0,0,1.32489015173051,0.000407757959153849
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_7_modified,0,0,0,0,1.54514894716744,0.0301282757115043
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_86_modified,0,0,0.0117111439569823,0.405177121162029,2.25302234443715,0.0224081399191002
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_8_modified,0,0,0,0,0.810576295616666,0
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_93_modified,0,0,0,0,0.153981075216617,0
raw-080813-7-mc_bin_7_modified,0,0,8.76275459575772,2.10446727831636,0.000144536501307859,0.00541390346306696
raw-080813-7-mc_bin_9_modified,0.00889974571843711,0,14.7171178092687,0.000537812767382792,2.5294106315568e-05,0
raw-080813-7-mc_raw-080813-7-mc_bin_10_modified,3.27204640001757,7.18003702656669,266.328118093058,0.504873660260538,0.0149885295662177,0.000985631705282469
raw-080813-7-mc_raw-080813-7-mc_bin_11_modified,0.38819622232644,0.00147335299102167,81.0220495006226,3.52244136828455,0.000440485134308073,0.017660456664499
raw-080813-7-mc_raw-080813-7-mc_bin_12_modified,0.692167073788044,1.30211116724522,30.213386883383,0.164013539244385,0.000596918137170577,0.00607625002902575
raw-080813-7-mc_raw-080813-7-mc_bin_13_modified,0.583492685749181,0.341860653165858,8.21210711762216,0.198158468909275,0,0.00544568798978336
raw-080813-7-mc_raw-080813-7-mc_bin_17_modified,2.52107562905668,1.71526055422346,69.6353298374611,44.1591731098629,0.373033019136641,0.0109785085941257
raw-080813-7-mc_raw-080813-7-mc_bin_18_modified,0,0,495.111009574506,0,0,0
raw-080813-7-mc_raw-080813-7-mc_bin_24_modified,0.0886803681629232,0,560.153494317416,398.363902760085,0.113882786742028,0.0031775373404366
raw-080813-7-mc_raw-080813-7-mc_bin_25_modified,0,0,120.969259172856,0.761050743875516,0,0
raw-080813-7-mc_raw-080813-7-mc_bin_26_modified,14.5834427819843,0.734096149691428,23.711354132782,0.00195651762831483,0.110435918982378,0
raw-080813-7-mc_raw-080813-7-mc_bin_27_modified,0,0,151.278713816937,102.002438007169,0,0
raw-080813-7-mc_raw-080813-7-mc_bin_30_modified,40.6276648649323,36.3688145571378,51.0476047708821,4.82398643891627,1.57182468720282,3.02963312594614
raw-080913-2_bin_100_modified,0.0217282253344106,0,0,1.60418368239677,0,0
raw-080913-2_bin_103_modified,0.0181594691819673,0,0,4.00571219723877,8.84893520568988e-05,0
raw-080913-2_bin_105_modified,0,0,0,15.5243876320752,0,0
raw-080913-2_bin_106_modified,0,0,0,4.510045017838,0,0
raw-080913-2_bin_107_modified,0,0,2.56755485883146,1.26392464773271,0,0
raw-080913-2_bin_108_modified,0,0,0,0.762311408177396,0,0
raw-080913-2_bin_109_modified,0,0,0,3.59870350919247,0.000682320485991063,0
raw-080913-2_bin_111_modified,0.665807737340355,1.86768049649826,1.3703179044776,9.73028271785657,0.00244786142193603,0.627939047570902
raw-080913-2_bin_113_modified,0,0,0,0.332083749268667,0,0
raw-080913-2_bin_115_modified,0,0,0,67.463378784727,7.2726453559952e-05,0
raw-080913-2_bin_116_modified,0.0581927557623906,0,0,64.8369768588356,0,0.000558809407563966
raw-080913-2_bin_117_modified,0.102974375947019,0,0,3.517850307416,0,0.000894665058737045
raw-080913-2_bin_119_modified,0,0,0,0.298564692641111,0,0
raw-080913-2_bin_122_modified,0,0,0,2.34943431816027,0,0
raw-080913-2_bin_123_modified,1.1979957516772,1.55949999470354,95.8609029693512,104.674956036481,98.4208375753638,124.497034827394
raw-080913-2_bin_127_modified,0,0,0,3.22901200460324,0,0
raw-080913-2_bin_128_modified,0,0,0,0.230562940918464,0,0
raw-080913-2_bin_12_modified,0,0.346952485699009,0.00252118123565799,4.14334864614141,0.00017809247809864,0
raw-080913-2_bin_130_modified,0.480577595887411,0.0506233472025452,681.414028840418,425.076448383237,0.540909725723476,0.02002319602307
