MAG,Phyllostomus discolor (080613_8),Phyllostomus discolor (080813_19),Mimon crenulatum (080813_7),Mimon crenulatum (080913_2),Phyllostomus hastatus (080913_7),Phyllostomus hastatus (080613_5),Phyllostomus hastatus (080913_8)
MAG_44,22.421956701320468,4.816310841689332,0,0.018971395737537304,0,300.6303684265308,1.227766141086026
MAG_45,2.2899086058570512,0,0,0,0,325.2666856450351,0.0844345528346308
MAG_46,0,0,0,0,0,1275.0202184081588,20.969064064478857
MAG_47,0,0,0.664628483590628,40.01352203602931,0,167.80118991936257,1.4076458140151502
MAG_48,0,0,0,0,0,543.4035731456635,0
MAG_49,0,0,0,0,0,747.8956678145934,0
MAG_5,1209.5977518278567,377.0540577597178,12.496455792216437,85.34304634025112,980.1693487066148,1980.861441524592,2.4438068527258956
MAG_50,0,0,8244.47485873058,3445.456425110216,0,0.1784636592978545,5.638204340554493
MAG_51,9.933211627531461,0,11633.220932145045,0.7397595036470589,0,0.02623895027398754,0
MAG_52,4127.312837564252,9747.490002525024,237919.5198255435,784.8343519150263,1269.1861832920918,17.5720322015464,0.9746207983806344
MAG_53,381.7443383169974,1.5593596381851733,56427.34862138726,4268.8650728948705,0,0.4025942640662243,13.614330974759861
MAG_54,707.5917973747062,1432.6433792184584,21874.411874281974,206.63263280445474,0,0.56715485678961,4.8694573338591765
MAG_55,712.2445154316454,449.11855218691625,7099.265569871719,298.0943129069752,0,0,5.2109814509817705
MAG_56,783.0592899756593,573.3991599029832,15318.051625037295,16903.516426045706,3108.0580159181045,107.68893307148966,2.673161474273534
MAG_57,0,0,278592.35160347074,0,0,0,0
MAG_58,12.184255757730625,0,54505.92174958177,67452.62462125755,0,14.542686162448595,0.34224353821693987
MAG_59,0,0,13207.744782112195,144.59374218728183,0,0,0
MAG_6,302.6638972131005,25.878521494799283,0,0.17354137687932616,0,1111.4852461997264,7.726184592141983
MAG_60,1973.9829720786033,106.94351791977041,2273.0281622629977,0.3263731781888122,0,13.893405657499436,0
MAG_61,0,0,17984.423829654115,21101.41083684856,0,0,0
MAG_62,3898.038431985185,3755.532984409107,3468.684057009692,570.3975991915443,67276.4883792917,140.16622848626025,227.87011481357337
MAG_63,18.039884515110582,0,0,1641.3868368039055,0,0,0
MAG_64,7.267023157817865,0,0,1975.5157331842174,0,0.03291239121006154,0
MAG_65,0,0,0,4242.317909859427,0,0,0
MAG_66,0,0,0,252.0099957488392,0,0,0
MAG_67,0,0,889.1205538639931,761.6305171123335,0,0,0
MAG_68,0,0,0,593.4589841944028,0,0,0
MAG_69,0,0,0,859.3790971201701,0,0.1228838475720553,0
MAG_7,311.7020817129798,209.8525576436174,5.115852186715935,9.86046749687118,0,10783.185945166064,89.58463709274491
MAG_70,255.21786904682187,770.5183819483028,372.00492737038064,4596.582452557968,5250.3537517715995,0.8720955997498102,188.69170357883056
MAG_71,0,0,0,1698.4591940095547,0,0,0
MAG_72,0,0,0,11389.088811753038,0,0.009259360071462283,0
MAG_73,4.172323846814288,0,0,5729.0049599626645,0,0,0.03140840410771723
MAG_74,17.530254508730657,0,0,738.0465649404855,0,0,0.11939677711654896
MAG_75,0,0,0,718.0871577974749,0,0,0
MAG_76,0,0,0,1084.9770192055478,0,0,0
MAG_77,135.56537843730612,189.93153157967026,7682.45717573998,14597.673820472488,100290.77433668535,10351.316704719056,11043.979600888637
MAG_78,0,0,0,941.8719973146195,0,0,0
MAG_79,0,0,0,822.722739087633,0,0,0
MAG_8,1.3621225061613627,0,0,0,0,952.4029812139707,4.593477235598192
MAG_80,0,44.917950171685376,0.21478350818202863,614.2293718082711,0,0.019910966868793078,0
MAG_81,38.89619941610819,4.409736960590342,39058.88466830413,42399.23747955156,0,40.68960413867152,1.270428189496513
MAG_82,0,0,1602.7389656875764,2232.2070376943075,0,1.4802731432133016,0.2559363600765374
MAG_83,0,0,0,794.5782721632509,0,0,0
MAG_84,0,0,0,274.6953650105205,0,0,0
MAG_85,0,0,0,595.6310217689961,0,0,0
MAG_86,37.04110563221646,0,0.09403436894197831,1374.2694741277078,0,0,0.8202921822568197
MAG_87,6166.463610188997,1950.979805591337,1070.9009195225647,9981.003450805438,0,10.179063323235896,18.871925815129146
MAG_88,1.9894855799813331,1319.482510418126,5.06428588436359,2408.553994357079,0,0,0
MAG_89,0.37033045596559866,2.245107844462609,0.05422156949245219,1020.1141401103939,0,0,0
MAG_9,1135.5231805836775,40.097000116337746,3.824217227220813,1.0388083482897135,147.95565273669436,2849.199623992483,15.221982740032008
MAG_90,67.2162349269893,0,0,2062.955342641915,0,0.19260137087141868,0
MAG_91,267.5649875544367,54.179147031272244,0.46741423574506236,915.7509604493621,0,0.8650130680287409,0
MAG_92,2730.8103523530995,2155.2097224611302,50.97936632226225,10312.887469569698,4256.035381903228,79.33605789756344,1.8654626624286206
MAG_93,3.245451061480053,18.86287185128334,0.1959631445227753,1043.7215900158862,0,0.03658100449011568,0
MAG_94,0,0,0,1347.877834263421,0,0.0780130886856792,0
MAG_95,0,0,6.97225644039187,4041.068474290385,0,0,0
MAG_96,2369.599398443986,2520.245439373364,91.2909542916816,10591.758225934502,0,2.332364501194159,0.7863055029021507
MAG_97,0,0,0,1287.7352257140265,0,0,0
MAG_98,4.281887712752171,18.290996782947104,1.509574320521023,1942.9203682126833,0,3.0481953272415516e-4,0
MAG_99,0,0,0,883.1375496907668,0,0,0
