MAG,clean_MAG,contig
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1340066
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_269846
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_258820
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_937519
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_18682
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_20286
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_34620
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_598396
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1109444
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_936431
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1110007
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_362013
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1399611
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_348700
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_483615
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_419293
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1715868
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_914294
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1404798
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_942004
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1780686
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1172118
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1104481
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_582258
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1644372
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1047677
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_920866
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_276098
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_372152
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_246923
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_605653
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_245381
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1544067
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1523894
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_587430
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1106599
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1816964
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1413215
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_820839
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_247026
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1291654
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1632221
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_830617
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1325187
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_491760
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_127595
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_821310
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_487913
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_604132
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_77389
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_826873
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1325914
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1252206
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_749561
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1566707
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1184927
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1764295
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_596657
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_608121
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1065462
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1637241
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_268432
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_270645
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_262501
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_131162
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_839724
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_384704
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_590052
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_237743
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_423263
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_9410
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_23995
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1764958
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1528792
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_622498
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_632165
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1027833
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1427359
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1500537
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1284570
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_64407
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_126385
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_432113
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_733685
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1375470
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_653225
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_34220
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1779133
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_595723
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_361302
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_828061
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_716860
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_837611
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1234523
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_834952
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1102074
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_468749
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1552017
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_18427
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_700276
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_366426
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_367955
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1668764
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_366940
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1284977
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_2057
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_413486
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_469829
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1472
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_240068
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1643002
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1182523
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1400460
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_96615
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_372286
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_657633
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_133330
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1208479
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1334565
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_299963
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_248418
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_934975
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_254506
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_238633
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1422304
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_117303
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1199975
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1292238
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1426797
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1765539
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1118313
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_14916
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_967044
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_408353
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_116697
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_122631
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_348349
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_992573
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1288526
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1408910
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_710534
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_175673
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_592218
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_33409
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_827865
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_609311
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1164391
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1065266
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_625270
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_163176
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1374685
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_140394
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_467081
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1165450
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1579316
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1119910
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1522588
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1197619
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_535996
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_1420556
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_modified,MAG_5,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_15_k141_945673
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_16_modified,MAG_6,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_16_k141_1784596
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_16_modified,MAG_6,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_16_k141_1068355
