clean_MAG,MAG,OTU_ID,phylum,host_family
MAG_234,raw-080913-8-1-ph_rerun_bin_61,mOTU_100887,Bacillota,Gemellaceae
MAG_196,raw-080913-8-1-ph_bin_57,mOTU_112153,Pseudomonadota,Pasteurellaceae
MAG_77,raw-080913-2_bin_123,mOTU_100661,Bacillota,Gemellaceae
MAG_39,raw-080613-5-ph_rerun_bin_56,mOTU_100477,Bacillota,Aerococcaceae
MAG_193,raw-080913-8-1-ph_bin_48,mOTU_109162,Actinomycetota,Mycobacteriaceae
MAG_230,raw-080913-8-1-ph_rerun_bin_53,mOTU_106147,Bacillota,Streptococcaceae
MAG_200,raw-080913-8-1-ph_bin_64,mOTU_100526,Bacillota,Streptococcaceae
MAG_9,raw-080613-5-ph_rerun_bin_20,mOTU_108822,Actinomycetota,Mycobacteriaceae
MAG_7,raw-080613-5-ph_rerun_bin_18,mOTU_112466,Actinomycetota,Dermatophilaceae
MAG_30,raw-080613-5-ph_rerun_bin_44,mOTU_112348,Bacillota,Staphylococcaceae
MAG_22,raw-080613-5-ph_rerun_bin_35,mOTU_100709,Bacillota,Staphylococcaceae
MAG_13,raw-080613-5-ph_rerun_bin_26,mOTU_109288,Actinomycetota,Dermabacteraceae
MAG_216,raw-080913-8-1-ph_rerun_bin_25,mOTU_98021,Actinomycetota,Mycobacteriaceae
MAG_46,raw-080613-5-ph_rerun_bin_7,mOTU_109299,Actinomycetota,Micromonosporaceae
MAG_9,raw-080613-5-ph_rerun_bin_20,mOTU_108838,Actinomycetota,Mycobacteriaceae
MAG_6,raw-080613-5-ph_rerun_bin_16,mOTU_98154,Actinomycetota,Jatrophihabitantaceae
MAG_29,raw-080613-5-ph_rerun_bin_43,mOTU_109758,Actinomycetota,Mycobacteriaceae
MAG_5,raw-080613-5-ph_rerun_bin_15,mOTU_109455,Actinomycetota,Dermatophilaceae
MAG_31,raw-080613-5-ph_rerun_bin_46,mOTU_112366,Actinomycetota,Mycobacteriaceae
MAG_192,raw-080913-8-1-ph_bin_47,mOTU_101327,Pseudomonadota,Pasteurellaceae
MAG_48,raw-080613-5-ph_rerun_bin_8,mOTU_109235,Actinomycetota,Nakamurellaceae
MAG_16,raw-080613-5-ph_rerun_bin_2,mOTU_98483,Thermoproteota,JANJXX01; Unclassified order; Unclassified family
MAG_25,raw-080613-5-ph_rerun_bin_3,mOTU_109347,Actinomycetota,Streptosporangiaceae
MAG_11,raw-080613-5-ph_rerun_bin_24,mOTU_101485,Actinomycetota,Propionibacteriaceae
MAG_17,raw-080613-5-ph_rerun_bin_30,mOTU_112343,Bacillota,Staphylococcaceae
MAG_25,raw-080613-5-ph_rerun_bin_3,mOTU_109338,Actinomycetota,Streptosporangiaceae
MAG_182,raw-080913-8-1-ph_bin_29,mOTU_95461,Bacillota,Enterococcaceae
MAG_175,raw-080913-8-1-ph_bin_17,mOTU_109017,Actinomycetota,Actinomycetaceae
MAG_180,raw-080913-8-1-ph_bin_26,mOTU_109032,Actinomycetota,Actinomycetaceae
MAG_37,raw-080613-5-ph_rerun_bin_53,mOTU_109774,Actinomycetota,Actinomycetaceae
MAG_32,raw-080613-5-ph_rerun_bin_47,mOTU_97997,Actinomycetota,Mycobacteriaceae
MAG_3,raw-080613-5-ph_rerun_bin_12,mOTU_98122,Pseudomonadota,Pseudomonadaceae
MAG_42,raw-080613-5-ph_rerun_bin_5,mOTU_112455,Actinomycetota,Propionibacteriaceae
MAG_21,raw-080613-5-ph_rerun_bin_34,mOTU_109592,Actinomycetota,Nocardioidaceae
MAG_25,raw-080613-5-ph_rerun_bin_3,mOTU_109221,Actinomycetota,Streptosporangiaceae
MAG_209,raw-080913-8-1-ph_rerun_bin_12,mOTU_106304,Pseudomonadota,Burkholderiaceae_A
MAG_26,raw-080613-5-ph_rerun_bin_40,mOTU_112504,Actinomycetota,Propionibacteriaceae
MAG_96,raw-080913-2_bin_33,mOTU_95328,Pseudomonadota,Enterobacteriaceae
MAG_219,raw-080913-8-1-ph_rerun_bin_32,mOTU_101366,Bacillota,Streptococcaceae
MAG_53,raw-080813-7-mc_bin_11,mOTU_95420,Bacillota,Enterococcaceae
MAG_81,raw-080913-2_bin_130,mOTU_112316,Bacillota,Streptococcaceae
MAG_171,raw-080913-2_rerun_bin_94,mOTU_112398,Bacillota,Staphylococcaceae
MAG_52,raw-080813-7-mc_bin_10,mOTU_95510,Pseudomonadota,Rhizobiaceae
MAG_54,raw-080813-7-mc_bin_12,mOTU_95441,Bacillota,Enterococcaceae
MAG_56,raw-080813-7-mc_bin_17,mOTU_108193,Actinomycetota,Mycobacteriaceae
MAG_55,raw-080813-7-mc_bin_13,mOTU_95444,Bacillota,Enterococcaceae
MAG_50,raw-080813-7-mc_bin_7,mOTU_95427,Bacillota,Enterococcaceae
MAG_114,raw-080913-2_bin_54,mOTU_95503,Pseudomonadota,Rhizobiaceae
MAG_67,raw-080913-2_bin_107,mOTU_112364,Actinomycetota,Mycobacteriaceae
MAG_95,raw-080913-2_bin_32,mOTU_112492,Actinomycetota,Geodermatophilaceae
MAG_103,raw-080913-2_bin_41,mOTU_108928,Actinomycetota,Solirubrobacteraceae
MAG_134,raw-080913-2_bin_84,mOTU_112511,Actinomycetota,Microbacteriaceae
MAG_79,raw-080913-2_bin_128,mOTU_106146,Bacillota,Lactobacillaceae
MAG_63,raw-080913-2_bin_100,mOTU_95305,Bacillota,Lactobacillales; Unclassified family
MAG_160,raw-080913-2_rerun_bin_59,mOTU_112483,Actinomycetota,Dermatophilaceae
MAG_116,raw-080913-2_bin_58,mOTU_101490,Actinomycetota,Dermatophilaceae
MAG_133,raw-080913-2_bin_82,mOTU_109237,Actinomycetota,Nocardioidaceae
MAG_92,raw-080913-2_bin_26,mOTU_108446,Actinomycetota,Mycobacteriaceae
MAG_152,raw-080913-2_rerun_bin_29,mOTU_109771,Actinomycetota,Geodermatophilaceae
MAG_107,raw-080913-2_bin_45,mOTU_98087,Deinococcota,Trueperaceae
MAG_142,raw-080913-2_bin_97,mOTU_112190,Bacillota_A,Peptostreptococcaceae
MAG_108,raw-080913-2_bin_46,mOTU_98180,Actinomycetota,Brevibacteriaceae
MAG_100,raw-080913-2_bin_38,mOTU_108213,Actinomycetota,JAAYBP01
MAG_149,raw-080913-2_rerun_bin_17,mOTU_109050,Actinomycetota,Mycobacteriaceae
MAG_144,raw-080913-2_rerun_bin_100,mOTU_108262,Actinomycetota,JAAYBP01
MAG_74,raw-080913-2_bin_117,mOTU_112542,Bacteroidota,Dysgonomonadaceae
MAG_156,raw-080913-2_rerun_bin_52,mOTU_108229,Actinomycetota,Beutenbergiaceae
MAG_88,raw-080913-2_bin_20,mOTU_109306,Actinomycetota,Mycobacteriaceae
MAG_70,raw-080913-2_bin_111,mOTU_101438,Bacillota,Lactobacillaceae
MAG_146,raw-080913-2_rerun_bin_105,mOTU_109783,Actinomycetota,Microbacteriaceae
MAG_102,raw-080913-2_bin_40,mOTU_112549,Actinomycetota,Nocardioidaceae
MAG_143,raw-080913-2_bin_99,mOTU_95520,Pseudomonadota,Xanthomonadaceae
MAG_162,raw-080913-2_rerun_bin_64,mOTU_108122,Actinomycetota,JAAYBP01
MAG_121,raw-080913-2_bin_65,mOTU_108328,Actinomycetota,Brevibacteriaceae
MAG_98,raw-080913-2_bin_36,mOTU_108164,Pseudomonadota,Beijerinckiaceae
MAG_147,raw-080913-2_rerun_bin_111,mOTU_109799,Actinomycetota,Actinomycetaceae
MAG_117,raw-080913-2_bin_60,mOTU_108220,Actinomycetota,JAAYBP01
MAG_140,raw-080913-2_bin_93,mOTU_109689,Chloroflexota,UBA6265
MAG_131,raw-080913-2_bin_80,mOTU_109070,Actinomycetota,Actinomycetaceae
MAG_101,raw-080913-2_bin_3,mOTU_104582,Thermoproteota,JANJXX01; Unclassified order; Unclassified family
MAG_127,raw-080913-2_bin_74,mOTU_98167,Actinomycetota,Propionibacteriaceae
MAG_90,raw-080913-2_bin_22,mOTU_109511,Actinomycetota,Mycobacteriaceae
MAG_64,raw-080913-2_bin_103,mOTU_106333,Actinomycetota,Microbacteriaceae
MAG_111,raw-080913-2_bin_50,mOTU_108317,Actinomycetota,Solirubrobacteraceae
MAG_91,raw-080913-2_bin_23,mOTU_109312,Actinomycetota,Dermatophilaceae
MAG_125,raw-080913-2_bin_70,mOTU_108836,Actinomycetota,Mycobacteriaceae
MAG_76,raw-080913-2_bin_122,mOTU_98254,Bacillota,Lactobacillaceae
MAG_122,raw-080913-2_bin_66,mOTU_98198,Actinomycetota,Mycobacteriaceae
MAG_169,raw-080913-2_rerun_bin_8,mOTU_109841,Bacillota_A,Lachnospiraceae
MAG_163,raw-080913-2_rerun_bin_71,mOTU_108387,Actinomycetota,Actinomycetaceae
MAG_71,raw-080913-2_bin_113,mOTU_101445,Bacillota,Erysipelotrichaceae
MAG_85,raw-080913-2_bin_15,mOTU_109698,Bacillota_A,Lachnospiraceae
MAG_80,raw-080913-2_bin_12,mOTU_108942,Actinomycetota,Solirubrobacteraceae
MAG_75,raw-080913-2_bin_119,mOTU_98313,Bacillota_A,Ruminococcaceae
MAG_99,raw-080913-2_bin_37,mOTU_108181,Actinomycetota,JAAYBP01
MAG_181,raw-080913-8-1-ph_bin_28,mOTU_95301,Bacillota,Enterococcaceae
MAG_206,raw-080913-8-1-ph_bin_7,mOTU_95517,Desulfobacterota,Adiutricaceae
MAG_215,raw-080913-8-1-ph_rerun_bin_24,mOTU_99385,Verrucomicrobiota,Akkermansiaceae
MAG_227,raw-080913-8-1-ph_rerun_bin_49,mOTU_112280,Bacillota,Streptococcaceae
MAG_204,raw-080913-8-1-ph_bin_6,mOTU_98143,Desulfobacterota,Desulfovibrionaceae
MAG_232,raw-080913-8-1-ph_rerun_bin_57,mOTU_94179,Methanobacteriota,Methanobacteriaceae
MAG_208,raw-080913-8-1-ph_bin_9,mOTU_108952,Desulfobacterota,Desulfovibrionaceae
MAG_177,raw-080913-8-1-ph_bin_21,mOTU_106162,Desulfobacterota,Desulfobulbaceae
MAG_183,raw-080913-8-1-ph_bin_31,mOTU_106213,Bacillota_A,Christensenellaceae
MAG_232,raw-080913-8-1-ph_rerun_bin_57,mOTU_94270,Methanobacteriota,Methanobacteriaceae
MAG_179,raw-080913-8-1-ph_bin_23,mOTU_106376,Bacillota_A,Ruminococcaceae
MAG_172,raw-080913-8-1-ph_bin_13,mOTU_95447,Bacillota,Enterococcaceae
MAG_185,raw-080913-8-1-ph_bin_38,mOTU_95395,Bacillota_A,Christensenellaceae
MAG_223,raw-080913-8-1-ph_rerun_bin_39,mOTU_108907,Desulfobacterota,UBA2174_A
MAG_174,raw-080913-8-1-ph_bin_16,mOTU_101463,Bacillota_A,Clostridiaceae
MAG_221,raw-080913-8-1-ph_rerun_bin_36,mOTU_108144,Bacillota_A,Eubacteriaceae
MAG_178,raw-080913-8-1-ph_bin_22,mOTU_108916,Desulfobacterota,Desulfovibrionaceae
MAG_184,raw-080913-8-1-ph_bin_33,mOTU_98316,Bacillota_A,Acutalibacteraceae
MAG_187,raw-080913-8-1-ph_bin_3,mOTU_98013,Planctomycetota,Thermoguttaceae
MAG_197,raw-080913-8-1-ph_bin_5,mOTU_104839,Bacillota_A,CAG-74
MAG_226,raw-080913-8-1-ph_rerun_bin_45,mOTU_97959,Bacillota_A,Eubacteriaceae
MAG_201,raw-080913-8-1-ph_bin_65,mOTU_98241,Bacillota,Lactobacillaceae
MAG_189,raw-080913-8-1-ph_bin_43,mOTU_95518,Desulfobacterota,Adiutricaceae
MAG_239,raw-080913-8-1-ph_rerun_bin_73,mOTU_106396,Bacillota_A,Ruminococcaceae
MAG_188,raw-080913-8-1-ph_bin_40,mOTU_108902,Pseudomonadota,Rhodocyclaceae
MAG_234,raw-080913-8-1-ph_rerun_bin_61,mOTU_155210,Bacillota,Gemellaceae
MAG_200,raw-080913-8-1-ph_bin_64,mOTU_155899,Bacillota,Streptococcaceae
MAG_31,raw-080613-5-ph_rerun_bin_46,mOTU_155739,Actinomycetota,Mycobacteriaceae
MAG_193,raw-080913-8-1-ph_bin_48,mOTU_146972,Actinomycetota,Mycobacteriaceae
MAG_30,raw-080613-5-ph_rerun_bin_44,mOTU_43811,Bacillota,Staphylococcaceae
MAG_9,raw-080613-5-ph_rerun_bin_20,mOTU_146146,Actinomycetota,Mycobacteriaceae
MAG_125,raw-080913-2_bin_70,mOTU_146146,Actinomycetota,Mycobacteriaceae
MAG_29,raw-080613-5-ph_rerun_bin_43,mOTU_146115,Actinomycetota,Mycobacteriaceae
MAG_37,raw-080613-5-ph_rerun_bin_53,mOTU_146399,Actinomycetota,Actinomycetaceae
MAG_175,raw-080913-8-1-ph_bin_17,mOTU_151968,Actinomycetota,Actinomycetaceae
MAG_6,raw-080613-5-ph_rerun_bin_16,mOTU_146958,Actinomycetota,Jatrophihabitantaceae
MAG_39,raw-080613-5-ph_rerun_bin_56,mOTU_144414,Bacillota,Aerococcaceae
MAG_46,raw-080613-5-ph_rerun_bin_7,mOTU_145871,Actinomycetota,Micromonosporaceae
MAG_22,raw-080613-5-ph_rerun_bin_35,mOTU_43858,Bacillota,Staphylococcaceae
MAG_17,raw-080613-5-ph_rerun_bin_30,mOTU_43825,Bacillota,Staphylococcaceae
MAG_42,raw-080613-5-ph_rerun_bin_5,mOTU_89174,Actinomycetota,Propionibacteriaceae
MAG_216,raw-080913-8-1-ph_rerun_bin_25,mOTU_146856,Actinomycetota,Mycobacteriaceae
MAG_192,raw-080913-8-1-ph_bin_47,mOTU_156152,Pseudomonadota,Pasteurellaceae
MAG_3,raw-080613-5-ph_rerun_bin_12,mOTU_144352,Pseudomonadota,Pseudomonadaceae
MAG_48,raw-080613-5-ph_rerun_bin_8,mOTU_146987,Actinomycetota,Nakamurellaceae
MAG_21,raw-080613-5-ph_rerun_bin_34,mOTU_33437,Actinomycetota,Nocardioidaceae
MAG_5,raw-080613-5-ph_rerun_bin_15,mOTU_146666,Actinomycetota,Dermatophilaceae
MAG_182,raw-080913-8-1-ph_bin_29,mOTU_156058,Bacillota,Enterococcaceae
MAG_25,raw-080613-5-ph_rerun_bin_3,mOTU_146274,Actinomycetota,Streptosporangiaceae
MAG_209,raw-080913-8-1-ph_rerun_bin_12,mOTU_33654,Pseudomonadota,Burkholderiaceae_A
MAG_25,raw-080613-5-ph_rerun_bin_3,mOTU_146637,Actinomycetota,Streptosporangiaceae
MAG_16,raw-080613-5-ph_rerun_bin_2,mOTU_43739,Thermoproteota,JANJXX01; Unclassified order; Unclassified family
MAG_25,raw-080613-5-ph_rerun_bin_3,mOTU_151903,Actinomycetota,Streptosporangiaceae
MAG_32,raw-080613-5-ph_rerun_bin_47,mOTU_156024,Actinomycetota,Mycobacteriaceae
MAG_50,raw-080813-7-mc_bin_7,mOTU_43876,Bacillota,Enterococcaceae
MAG_53,raw-080813-7-mc_bin_11,mOTU_43876,Bacillota,Enterococcaceae
MAG_219,raw-080913-8-1-ph_rerun_bin_32,mOTU_156107,Bacillota,Streptococcaceae
MAG_52,raw-080813-7-mc_bin_10,mOTU_155537,Pseudomonadota,Rhizobiaceae
MAG_81,raw-080913-2_bin_130,mOTU_155682,Bacillota,Streptococcaceae
MAG_77,raw-080913-2_bin_123,mOTU_155230,Bacillota,Gemellaceae
MAG_80,raw-080913-2_bin_12,mOTU_30999,Actinomycetota,Solirubrobacteraceae
MAG_67,raw-080913-2_bin_107,mOTU_146008,Actinomycetota,Mycobacteriaceae
MAG_162,raw-080913-2_rerun_bin_64,mOTU_33562,Actinomycetota,JAAYBP01
MAG_142,raw-080913-2_bin_97,mOTU_144319,Bacillota_A,Peptostreptococcaceae
MAG_160,raw-080913-2_rerun_bin_59,mOTU_33583,Actinomycetota,Dermatophilaceae
MAG_116,raw-080913-2_bin_58,mOTU_33590,Actinomycetota,Dermatophilaceae
MAG_163,raw-080913-2_rerun_bin_71,mOTU_33582,Actinomycetota,Actinomycetaceae
MAG_171,raw-080913-2_rerun_bin_94,mOTU_43812,Bacillota,Staphylococcaceae
MAG_96,raw-080913-2_bin_33,mOTU_155794,Pseudomonadota,Enterobacteriaceae
MAG_121,raw-080913-2_bin_65,mOTU_33608,Actinomycetota,Brevibacteriaceae
MAG_103,raw-080913-2_bin_41,mOTU_144894,Actinomycetota,Solirubrobacteraceae
MAG_134,raw-080913-2_bin_84,mOTU_147060,Actinomycetota,Microbacteriaceae
MAG_102,raw-080913-2_bin_40,mOTU_33525,Actinomycetota,Nocardioidaceae
MAG_133,raw-080913-2_bin_82,mOTU_146033,Actinomycetota,Nocardioidaceae
MAG_144,raw-080913-2_rerun_bin_100,mOTU_146057,Actinomycetota,JAAYBP01
MAG_76,raw-080913-2_bin_122,mOTU_155632,Bacillota,Lactobacillaceae
MAG_104,raw-080913-2_bin_42,mOTU_146041,Actinomycetota,Nocardioidaceae
MAG_100,raw-080913-2_bin_38,mOTU_33511,Actinomycetota,JAAYBP01
MAG_155,raw-080913-2_rerun_bin_39,mOTU_33619,Actinomycetota,Nocardioidaceae
MAG_146,raw-080913-2_rerun_bin_105,mOTU_146421,Actinomycetota,Microbacteriaceae
MAG_149,raw-080913-2_rerun_bin_17,mOTU_146635,Actinomycetota,Mycobacteriaceae
MAG_117,raw-080913-2_bin_60,mOTU_152018,Actinomycetota,JAAYBP01
MAG_101,raw-080913-2_bin_3,mOTU_31475,Thermoproteota,JANJXX01; Unclassified order; Unclassified family
MAG_140,raw-080913-2_bin_93,mOTU_152162,Chloroflexota,UBA6265
MAG_91,raw-080913-2_bin_23,mOTU_33596,Actinomycetota,Dermatophilaceae
MAG_71,raw-080913-2_bin_113,mOTU_155988,Bacillota,Erysipelotrichaceae
MAG_70,raw-080913-2_bin_111,mOTU_146866,Bacillota,Lactobacillaceae
MAG_114,raw-080913-2_bin_54,mOTU_155545,Pseudomonadota,Rhizobiaceae
MAG_85,raw-080913-2_bin_15,mOTU_33753,Bacillota_A,Lachnospiraceae
MAG_152,raw-080913-2_rerun_bin_29,mOTU_146657,Actinomycetota,Geodermatophilaceae
MAG_108,raw-080913-2_bin_46,mOTU_146050,Actinomycetota,Brevibacteriaceae
MAG_107,raw-080913-2_bin_45,mOTU_147263,Deinococcota,Trueperaceae
MAG_75,raw-080913-2_bin_119,mOTU_144406,Bacillota_A,Ruminococcaceae
MAG_143,raw-080913-2_bin_99,mOTU_146335,Pseudomonadota,Xanthomonadaceae
MAG_74,raw-080913-2_bin_117,mOTU_152147,Bacteroidota,Dysgonomonadaceae
MAG_90,raw-080913-2_bin_22,mOTU_146589,Actinomycetota,Mycobacteriaceae
MAG_147,raw-080913-2_rerun_bin_111,mOTU_146811,Actinomycetota,Actinomycetaceae
MAG_63,raw-080913-2_bin_100,mOTU_155980,Bacillota,Lactobacillales; Unclassified family
MAG_99,raw-080913-2_bin_37,mOTU_33607,Actinomycetota,JAAYBP01
MAG_79,raw-080913-2_bin_128,mOTU_145926,Bacillota,Lactobacillaceae
MAG_64,raw-080913-2_bin_103,mOTU_146817,Actinomycetota,Microbacteriaceae
MAG_111,raw-080913-2_bin_50,mOTU_144948,Actinomycetota,Solirubrobacteraceae
MAG_169,raw-080913-2_rerun_bin_8,mOTU_33440,Bacillota_A,Lachnospiraceae
MAG_98,raw-080913-2_bin_36,mOTU_155768,Pseudomonadota,Beijerinckiaceae
MAG_232,raw-080913-8-1-ph_rerun_bin_57,mOTU_144381,Methanobacteriota,Methanobacteriaceae
MAG_201,raw-080913-8-1-ph_bin_65,mOTU_155791,Bacillota,Lactobacillaceae
MAG_178,raw-080913-8-1-ph_bin_22,mOTU_144957,Desulfobacterota,Desulfovibrionaceae
MAG_204,raw-080913-8-1-ph_bin_6,mOTU_151368,Desulfobacterota,Desulfovibrionaceae
MAG_196,raw-080913-8-1-ph_bin_57,mOTU_147225,Pseudomonadota,Pasteurellaceae
MAG_215,raw-080913-8-1-ph_rerun_bin_24,mOTU_155777,Verrucomicrobiota,Akkermansiaceae
MAG_181,raw-080913-8-1-ph_bin_28,mOTU_144350,Bacillota,Enterococcaceae
MAG_187,raw-080913-8-1-ph_bin_3,mOTU_146685,Planctomycetota,Thermoguttaceae
MAG_208,raw-080913-8-1-ph_bin_9,mOTU_151419,Desulfobacterota,Desulfovibrionaceae
MAG_227,raw-080913-8-1-ph_rerun_bin_49,mOTU_155950,Bacillota,Streptococcaceae
MAG_184,raw-080913-8-1-ph_bin_33,mOTU_43663,Bacillota_A,Acutalibacteraceae
MAG_183,raw-080913-8-1-ph_bin_31,mOTU_144386,Bacillota_A,Christensenellaceae
MAG_197,raw-080913-8-1-ph_bin_5,mOTU_147113,Bacillota_A,CAG-74
MAG_177,raw-080913-8-1-ph_bin_21,mOTU_152232,Desulfobacterota,Desulfobulbaceae
MAG_174,raw-080913-8-1-ph_bin_16,mOTU_29652,Bacillota_A,Clostridiaceae
MAG_230,raw-080913-8-1-ph_rerun_bin_53,mOTU_156140,Bacillota,Streptococcaceae
MAG_179,raw-080913-8-1-ph_bin_23,mOTU_152112,Bacillota_A,Ruminococcaceae
MAG_185,raw-080913-8-1-ph_bin_38,mOTU_33805,Bacillota_A,Christensenellaceae
MAG_239,raw-080913-8-1-ph_rerun_bin_73,mOTU_29568,Bacillota_A,Ruminococcaceae
MAG_223,raw-080913-8-1-ph_rerun_bin_39,mOTU_156159,Desulfobacterota,UBA2174_A
MAG_172,raw-080913-8-1-ph_bin_13,mOTU_155965,Bacillota,Enterococcaceae
MAG_221,raw-080913-8-1-ph_rerun_bin_36,mOTU_144403,Bacillota_A,Eubacteriaceae
MAG_229,raw-080913-8-1-ph_rerun_bin_52,mOTU_149589,Desulfobacterota,Desulfovibrionaceae
MAG_206,raw-080913-8-1-ph_bin_7,mOTU_45285,Desulfobacterota,Adiutricaceae
MAG_226,raw-080913-8-1-ph_rerun_bin_45,mOTU_144401,Bacillota_A,Eubacteriaceae
MAG_202,raw-080913-8-1-ph_bin_66,mOTU_146751,Actinomycetota,Propionibacteriaceae
MAG_188,raw-080913-8-1-ph_bin_40,mOTU_152178,Pseudomonadota,Rhodocyclaceae
MAG_189,raw-080913-8-1-ph_bin_43,mOTU_35969,Desulfobacterota,Adiutricaceae
MAG_234,raw-080913-8-1-ph_rerun_bin_61,mOTU_127506,Bacillota,Gemellaceae
MAG_196,raw-080913-8-1-ph_bin_57,mOTU_127807,Pseudomonadota,Pasteurellaceae
MAG_29,raw-080613-5-ph_rerun_bin_43,mOTU_120101,Actinomycetota,Mycobacteriaceae
MAG_193,raw-080913-8-1-ph_bin_48,mOTU_115759,Actinomycetota,Mycobacteriaceae
MAG_42,raw-080613-5-ph_rerun_bin_5,mOTU_119707,Actinomycetota,Propionibacteriaceae
MAG_22,raw-080613-5-ph_rerun_bin_35,mOTU_116412,Bacillota,Staphylococcaceae
MAG_31,raw-080613-5-ph_rerun_bin_46,mOTU_115320,Actinomycetota,Mycobacteriaceae
MAG_77,raw-080913-2_bin_123,mOTU_127589,Bacillota,Gemellaceae
MAG_17,raw-080613-5-ph_rerun_bin_30,mOTU_116409,Bacillota,Staphylococcaceae
MAG_21,raw-080613-5-ph_rerun_bin_34,mOTU_115332,Actinomycetota,Nocardioidaceae
MAG_30,raw-080613-5-ph_rerun_bin_44,mOTU_116374,Bacillota,Staphylococcaceae
MAG_9,raw-080613-5-ph_rerun_bin_20,mOTU_119179,Actinomycetota,Mycobacteriaceae
MAG_125,raw-080913-2_bin_70,mOTU_119179,Actinomycetota,Mycobacteriaceae
MAG_11,raw-080613-5-ph_rerun_bin_24,mOTU_119968,Actinomycetota,Propionibacteriaceae
MAG_46,raw-080613-5-ph_rerun_bin_7,mOTU_119251,Actinomycetota,Micromonosporaceae
MAG_44,raw-080613-5-ph_rerun_bin_6,mOTU_119449,Actinomycetota,Micromonosporaceae
MAG_192,raw-080913-8-1-ph_bin_47,mOTU_127912,Pseudomonadota,Pasteurellaceae
MAG_175,raw-080913-8-1-ph_bin_17,mOTU_119040,Actinomycetota,Actinomycetaceae
MAG_13,raw-080613-5-ph_rerun_bin_26,mOTU_119890,Actinomycetota,Dermabacteraceae
MAG_209,raw-080913-8-1-ph_rerun_bin_12,mOTU_120140,Pseudomonadota,Burkholderiaceae_A
MAG_23,raw-080613-5-ph_rerun_bin_38,mOTU_123144,Actinomycetota,Mycobacteriaceae
MAG_5,raw-080613-5-ph_rerun_bin_15,mOTU_119082,Actinomycetota,Dermatophilaceae
MAG_180,raw-080913-8-1-ph_bin_26,mOTU_119030,Actinomycetota,Actinomycetaceae
MAG_41,raw-080613-5-ph_rerun_bin_59,mOTU_119205,Actinomycetota,Mycobacteriaceae
MAG_16,raw-080613-5-ph_rerun_bin_2,mOTU_120229,Thermoproteota,JANJXX01; Unclassified order; Unclassified family
MAG_37,raw-080613-5-ph_rerun_bin_53,mOTU_123576,Actinomycetota,Actinomycetaceae
MAG_25,raw-080613-5-ph_rerun_bin_3,mOTU_123336,Actinomycetota,Streptosporangiaceae
MAG_216,raw-080913-8-1-ph_rerun_bin_25,mOTU_126441,Actinomycetota,Mycobacteriaceae
MAG_6,raw-080613-5-ph_rerun_bin_16,mOTU_119893,Actinomycetota,Jatrophihabitantaceae
MAG_39,raw-080613-5-ph_rerun_bin_56,mOTU_127895,Bacillota,Aerococcaceae
MAG_32,raw-080613-5-ph_rerun_bin_47,mOTU_120085,Actinomycetota,Mycobacteriaceae
MAG_3,raw-080613-5-ph_rerun_bin_12,mOTU_119236,Pseudomonadota,Pseudomonadaceae
MAG_230,raw-080913-8-1-ph_rerun_bin_53,mOTU_115534,Bacillota,Streptococcaceae
MAG_96,raw-080913-2_bin_33,mOTU_127871,Pseudomonadota,Enterobacteriaceae
MAG_219,raw-080913-8-1-ph_rerun_bin_32,mOTU_115469,Bacillota,Streptococcaceae
MAG_56,raw-080813-7-mc_bin_17,mOTU_119387,Actinomycetota,Mycobacteriaceae
MAG_52,raw-080813-7-mc_bin_10,mOTU_126577,Pseudomonadota,Rhizobiaceae
MAG_81,raw-080913-2_bin_130,mOTU_115376,Bacillota,Streptococcaceae
MAG_53,raw-080813-7-mc_bin_11,mOTU_116026,Bacillota,Enterococcaceae
MAG_50,raw-080813-7-mc_bin_7,mOTU_115528,Bacillota,Enterococcaceae
MAG_67,raw-080913-2_bin_107,mOTU_126452,Actinomycetota,Mycobacteriaceae
MAG_114,raw-080913-2_bin_54,mOTU_126703,Pseudomonadota,Rhizobiaceae
MAG_171,raw-080913-2_rerun_bin_94,mOTU_116429,Bacillota,Staphylococcaceae
MAG_100,raw-080913-2_bin_38,mOTU_119726,Actinomycetota,JAAYBP01
MAG_167,raw-080913-2_rerun_bin_79,mOTU_119062,Actinomycetota,Nocardioidaceae
MAG_156,raw-080913-2_rerun_bin_52,mOTU_119133,Actinomycetota,Beutenbergiaceae
MAG_107,raw-080913-2_bin_45,mOTU_123034,Deinococcota,Trueperaceae
MAG_147,raw-080913-2_rerun_bin_111,mOTU_118729,Actinomycetota,Actinomycetaceae
MAG_134,raw-080913-2_bin_84,mOTU_126382,Actinomycetota,Microbacteriaceae
MAG_92,raw-080913-2_bin_26,mOTU_123283,Actinomycetota,Mycobacteriaceae
MAG_102,raw-080913-2_bin_40,mOTU_119965,Actinomycetota,Nocardioidaceae
MAG_135,raw-080913-2_bin_85,mOTU_119044,Actinomycetota,Nocardioidaceae
MAG_116,raw-080913-2_bin_58,mOTU_123173,Actinomycetota,Dermatophilaceae
MAG_149,raw-080913-2_rerun_bin_17,mOTU_115601,Actinomycetota,Mycobacteriaceae
MAG_70,raw-080913-2_bin_111,mOTU_126446,Bacillota,Lactobacillaceae
MAG_162,raw-080913-2_rerun_bin_64,mOTU_126521,Actinomycetota,JAAYBP01
MAG_111,raw-080913-2_bin_50,mOTU_119012,Actinomycetota,Solirubrobacteraceae
