clean_MAG,MAG,OTU_ID,phylum,host_family
MAG_197,raw-080913-8-1-ph_bin_5,mOTU_30734,Bacillota_A,CAG-74
MAG_223,raw-080913-8-1-ph_rerun_bin_39,mOTU_41370,Desulfobacterota,UBA2174_A
MAG_212,raw-080913-8-1-ph_rerun_bin_19,mOTU_30659,Bacillota,Enterococcaceae
MAG_229,raw-080913-8-1-ph_rerun_bin_52,mOTU_34662,Desulfobacterota,Desulfovibrionaceae
MAG_187,raw-080913-8-1-ph_bin_3,mOTU_30644,Planctomycetota,Thermoguttaceae
MAG_185,raw-080913-8-1-ph_bin_38,mOTU_41305,Bacillota_A,Christensenellaceae
MAG_213,raw-080913-8-1-ph_rerun_bin_1,mOTU_28551,Pseudomonadota,Enterobacteriaceae
MAG_177,raw-080913-8-1-ph_bin_21,mOTU_29406,Desulfobacterota,Desulfobulbaceae
MAG_226,raw-080913-8-1-ph_rerun_bin_45,mOTU_33427,Bacillota_A,Eubacteriaceae
MAG_186,raw-080913-8-1-ph_bin_39,mOTU_35832,Desulfobacterota,Desulfovibrionaceae
MAG_183,raw-080913-8-1-ph_bin_31,mOTU_30822,Bacillota_A,Christensenellaceae
MAG_194,raw-080913-8-1-ph_bin_50,mOTU_30952,Pseudomonadota,Burkholderiaceae
MAG_189,raw-080913-8-1-ph_bin_43,mOTU_45645,Desulfobacterota,Adiutricaceae
MAG_187,raw-080913-8-1-ph_bin_3,mOTU_41788,Planctomycetota,Thermoguttaceae
MAG_187,raw-080913-8-1-ph_bin_3,mOTU_31782,Planctomycetota,Thermoguttaceae
MAG_208,raw-080913-8-1-ph_bin_9,mOTU_45319,Desulfobacterota,Desulfovibrionaceae
MAG_179,raw-080913-8-1-ph_bin_23,mOTU_31144,Bacillota_A,Ruminococcaceae
MAG_202,raw-080913-8-1-ph_bin_66,mOTU_32689,Actinomycetota,Propionibacteriaceae
MAG_187,raw-080913-8-1-ph_bin_3,mOTU_35864,Planctomycetota,Thermoguttaceae
MAG_234,raw-080913-8-1-ph_rerun_bin_61,mOTU_29935,Bacillota,Gemellaceae
MAG_237,raw-080913-8-1-ph_rerun_bin_71,mOTU_30171,Bacillota,Gemellaceae
MAG_1,raw-080613-5-ph_rerun_bin_10,mOTU_89621,Actinomycetota,Mycobacteriaceae
MAG_196,raw-080913-8-1-ph_bin_57,mOTU_44016,Pseudomonadota,Pasteurellaceae
MAG_46,raw-080613-5-ph_rerun_bin_7,mOTU_147716,Actinomycetota,Micromonosporaceae
MAG_22,raw-080613-5-ph_rerun_bin_35,mOTU_29799,Bacillota,Staphylococcaceae
MAG_41,raw-080613-5-ph_rerun_bin_59,mOTU_147488,Actinomycetota,Mycobacteriaceae
MAG_29,raw-080613-5-ph_rerun_bin_43,mOTU_152563,Actinomycetota,Mycobacteriaceae
MAG_193,raw-080913-8-1-ph_bin_48,mOTU_152591,Actinomycetota,Mycobacteriaceae
MAG_233,raw-080913-8-1-ph_rerun_bin_60,mOTU_170232,Bacillota,Enterococcaceae
MAG_27,raw-080613-5-ph_rerun_bin_41,mOTU_34053,Actinomycetota,Brevibacteriaceae
MAG_30,raw-080613-5-ph_rerun_bin_44,mOTU_34878,Bacillota,Staphylococcaceae
MAG_13,raw-080613-5-ph_rerun_bin_26,mOTU_147448,Actinomycetota,Dermabacteraceae
MAG_9,raw-080613-5-ph_rerun_bin_20,mOTU_147557,Actinomycetota,Mycobacteriaceae
MAG_42,raw-080613-5-ph_rerun_bin_5,mOTU_89630,Actinomycetota,Propionibacteriaceae
MAG_7,raw-080613-5-ph_rerun_bin_18,mOTU_34853,Actinomycetota,Dermatophilaceae
MAG_12,raw-080613-5-ph_rerun_bin_25,mOTU_84881,Actinomycetota,Mycobacteriaceae
MAG_35,raw-080613-5-ph_rerun_bin_50,mOTU_90632,Bacillota,Streptococcaceae
MAG_48,raw-080613-5-ph_rerun_bin_8,mOTU_174446,Actinomycetota,Nakamurellaceae
MAG_44,raw-080613-5-ph_rerun_bin_6,mOTU_147602,Actinomycetota,Micromonosporaceae
MAG_238,raw-080913-8-1-ph_rerun_bin_72,mOTU_174712,Bacillota,Streptococcaceae
MAG_39,raw-080613-5-ph_rerun_bin_56,mOTU_170064,Bacillota,Aerococcaceae
MAG_14,raw-080613-5-ph_rerun_bin_27,mOTU_152378,Actinomycetota,Beutenbergiaceae
MAG_5,raw-080613-5-ph_rerun_bin_15,mOTU_93196,Actinomycetota,Dermatophilaceae
MAG_31,raw-080613-5-ph_rerun_bin_46,mOTU_44184,Actinomycetota,Mycobacteriaceae
MAG_21,raw-080613-5-ph_rerun_bin_34,mOTU_89735,Actinomycetota,Nocardioidaceae
MAG_216,raw-080913-8-1-ph_rerun_bin_25,mOTU_93418,Actinomycetota,Mycobacteriaceae
MAG_23,raw-080613-5-ph_rerun_bin_38,mOTU_169993,Actinomycetota,Mycobacteriaceae
MAG_17,raw-080613-5-ph_rerun_bin_30,mOTU_34869,Bacillota,Staphylococcaceae
MAG_80,raw-080913-2_bin_12,mOTU_34682,Actinomycetota,Solirubrobacteraceae
MAG_11,raw-080613-5-ph_rerun_bin_24,mOTU_89565,Actinomycetota,Propionibacteriaceae
MAG_18,raw-080613-5-ph_rerun_bin_31,mOTU_147489,Actinomycetota,Mycobacteriaceae
MAG_209,raw-080913-8-1-ph_rerun_bin_12,mOTU_90483,Pseudomonadota,Burkholderiaceae_A
MAG_10,raw-080613-5-ph_rerun_bin_22,mOTU_34128,Actinomycetota,Nocardioidaceae
MAG_15,raw-080613-5-ph_rerun_bin_28,mOTU_44426,Bacillota,Staphylococcaceae
MAG_16,raw-080613-5-ph_rerun_bin_2,mOTU_170267,Thermoproteota,JANJXX01; Unclassified order; Unclassified family
MAG_180,raw-080913-8-1-ph_bin_26,mOTU_147719,Actinomycetota,Actinomycetaceae
MAG_15,raw-080613-5-ph_rerun_bin_28,mOTU_44429,Bacillota,Staphylococcaceae
MAG_26,raw-080613-5-ph_rerun_bin_40,mOTU_174568,Actinomycetota,Propionibacteriaceae
MAG_151,raw-080913-2_rerun_bin_25,mOTU_44161,Pseudomonadota,Enterobacteriaceae
MAG_52,raw-080813-7-mc_bin_10,mOTU_83747,Pseudomonadota,Rhizobiaceae
MAG_219,raw-080913-8-1-ph_rerun_bin_32,mOTU_44564,Bacillota,Streptococcaceae
MAG_81,raw-080913-2_bin_130,mOTU_90445,Bacillota,Streptococcaceae
MAG_61,raw-080813-7-mc_bin_27,mOTU_169952,Bacillota,Streptococcaceae
MAG_54,raw-080813-7-mc_bin_12,mOTU_170115,Bacillota,Enterococcaceae
MAG_53,raw-080813-7-mc_bin_11,mOTU_170131,Bacillota,Enterococcaceae
MAG_53,raw-080813-7-mc_bin_11,mOTU_170069,Bacillota,Enterococcaceae
MAG_171,raw-080913-2_rerun_bin_94,mOTU_44315,Bacillota,Staphylococcaceae
MAG_82,raw-080913-2_bin_137,mOTU_43964,Bacillota,Gemellaceae
MAG_114,raw-080913-2_bin_54,mOTU_175055,Pseudomonadota,Rhizobiaceae
MAG_56,raw-080813-7-mc_bin_17,mOTU_147573,Actinomycetota,Mycobacteriaceae
MAG_50,raw-080813-7-mc_bin_7,mOTU_169940,Bacillota,Enterococcaceae
MAG_58,raw-080813-7-mc_bin_24,mOTU_174742,Bacillota,Streptococcaceae
MAG_54,raw-080813-7-mc_bin_12,mOTU_169946,Bacillota,Enterococcaceae
MAG_55,raw-080813-7-mc_bin_13,mOTU_174825,Bacillota,Enterococcaceae
MAG_77,raw-080913-2_bin_123,mOTU_33827,Bacillota,Gemellaceae
MAG_59,raw-080813-7-mc_bin_25,mOTU_44440,Bacillota,Lactobacillaceae
MAG_96,raw-080913-2_bin_33,mOTU_44334,Pseudomonadota,Enterobacteriaceae
MAG_168,raw-080913-2_rerun_bin_86,mOTU_89527,Actinomycetota,Dermatophilaceae
MAG_75,raw-080913-2_bin_119,mOTU_43936,Bacillota_A,Ruminococcaceae
MAG_133,raw-080913-2_bin_82,mOTU_89485,Actinomycetota,Nocardioidaceae
MAG_70,raw-080913-2_bin_111,mOTU_44432,Bacillota,Lactobacillaceae
MAG_121,raw-080913-2_bin_65,mOTU_37055,Actinomycetota,Brevibacteriaceae
MAG_125,raw-080913-2_bin_70,mOTU_147611,Actinomycetota,Mycobacteriaceae
MAG_111,raw-080913-2_bin_50,mOTU_147471,Actinomycetota,Solirubrobacteraceae
MAG_182,raw-080913-8-1-ph_bin_29,mOTU_169933,Bacillota,Enterococcaceae
MAG_160,raw-080913-2_rerun_bin_59,mOTU_29684,Actinomycetota,Dermatophilaceae
MAG_95,raw-080913-2_bin_32,mOTU_152358,Actinomycetota,Geodermatophilaceae
MAG_147,raw-080913-2_rerun_bin_111,mOTU_170003,Actinomycetota,Actinomycetaceae
MAG_108,raw-080913-2_bin_46,mOTU_34119,Actinomycetota,Brevibacteriaceae
MAG_73,raw-080913-2_bin_116,mOTU_85007,Actinomycetota,Dermatophilaceae
MAG_92,raw-080913-2_bin_26,mOTU_34133,Actinomycetota,Mycobacteriaceae
MAG_93,raw-080913-2_bin_27,mOTU_84890,Actinomycetota,Nocardioidaceae
MAG_98,raw-080913-2_bin_36,mOTU_172254,Pseudomonadota,Beijerinckiaceae
MAG_134,raw-080913-2_bin_84,mOTU_34209,Actinomycetota,Microbacteriaceae
MAG_135,raw-080913-2_bin_85,mOTU_84927,Actinomycetota,Nocardioidaceae
MAG_116,raw-080913-2_bin_58,mOTU_34680,Actinomycetota,Dermatophilaceae
MAG_150,raw-080913-2_rerun_bin_19,mOTU_44199,Pseudomonadota,Enterobacteriaceae
MAG_102,raw-080913-2_bin_40,mOTU_33976,Actinomycetota,Nocardioidaceae
MAG_88,raw-080913-2_bin_20,mOTU_93204,Actinomycetota,Mycobacteriaceae
MAG_120,raw-080913-2_bin_64,mOTU_30160,Pseudomonadota,Enterobacteriaceae
MAG_132,raw-080913-2_bin_81,mOTU_44176,Pseudomonadota,Enterobacteriaceae
MAG_91,raw-080913-2_bin_23,mOTU_34095,Actinomycetota,Dermatophilaceae
MAG_63,raw-080913-2_bin_100,mOTU_174822,Bacillota,Lactobacillales; Unclassified family
MAG_103,raw-080913-2_bin_41,mOTU_172216,Actinomycetota,Solirubrobacteraceae
MAG_158,raw-080913-2_rerun_bin_55,mOTU_84920,Actinomycetota,Nocardioidaceae
MAG_155,raw-080913-2_rerun_bin_39,mOTU_152326,Actinomycetota,Nocardioidaceae
MAG_138,raw-080913-2_bin_89,mOTU_84884,Actinomycetota,Dermatophilaceae
MAG_156,raw-080913-2_rerun_bin_52,mOTU_152365,Actinomycetota,Beutenbergiaceae
MAG_127,raw-080913-2_bin_74,mOTU_90393,Actinomycetota,Propionibacteriaceae
MAG_117,raw-080913-2_bin_60,mOTU_89616,Actinomycetota,JAAYBP01
MAG_167,raw-080913-2_rerun_bin_79,mOTU_93227,Actinomycetota,Nocardioidaceae
MAG_104,raw-080913-2_bin_42,mOTU_34098,Actinomycetota,Nocardioidaceae
MAG_143,raw-080913-2_bin_99,mOTU_174559,Pseudomonadota,Xanthomonadaceae
MAG_67,raw-080913-2_bin_107,mOTU_147776,Actinomycetota,Mycobacteriaceae
MAG_154,raw-080913-2_rerun_bin_34,mOTU_147738,Actinomycetota,Antricoccaceae
MAG_169,raw-080913-2_rerun_bin_8,mOTU_92681,Bacillota_A,Lachnospiraceae
MAG_112,raw-080913-2_bin_51,mOTU_89717,Actinomycetota,Propionibacteriaceae
MAG_131,raw-080913-2_bin_80,mOTU_37013,Actinomycetota,Actinomycetaceae
MAG_79,raw-080913-2_bin_128,mOTU_44447,Bacillota,Lactobacillaceae
MAG_162,raw-080913-2_rerun_bin_64,mOTU_174549,Actinomycetota,JAAYBP01
MAG_163,raw-080913-2_rerun_bin_71,mOTU_85028,Actinomycetota,Actinomycetaceae
MAG_155,raw-080913-2_rerun_bin_39,mOTU_84906,Actinomycetota,Nocardioidaceae
MAG_115,raw-080913-2_bin_57,mOTU_156240,Actinomycetota,Nakamurellaceae
MAG_105,raw-080913-2_bin_43,mOTU_44443,Actinomycetota,Dermatophilaceae
MAG_89,raw-080913-2_bin_21,mOTU_33994,Actinomycetota,Pseudonocardiaceae
MAG_85,raw-080913-2_bin_15,mOTU_83168,Bacillota_A,Lachnospiraceae
MAG_152,raw-080913-2_rerun_bin_29,mOTU_35104,Actinomycetota,Geodermatophilaceae
MAG_86,raw-080913-2_bin_18,mOTU_170111,Bacillota,Enterococcaceae
MAG_90,raw-080913-2_bin_22,mOTU_89546,Actinomycetota,Mycobacteriaceae
MAG_71,raw-080913-2_bin_113,mOTU_31632,Bacillota,Erysipelotrichaceae
MAG_142,raw-080913-2_bin_97,mOTU_30061,Bacillota_A,Peptostreptococcaceae
MAG_74,raw-080913-2_bin_117,mOTU_177324,Bacteroidota,Dysgonomonadaceae
MAG_146,raw-080913-2_rerun_bin_105,mOTU_34845,Actinomycetota,Microbacteriaceae
MAG_122,raw-080913-2_bin_66,mOTU_89561,Actinomycetota,Mycobacteriaceae
MAG_63,raw-080913-2_bin_100,mOTU_170211,Bacillota,Lactobacillales; Unclassified family
MAG_109,raw-080913-2_bin_47,mOTU_147605,Actinomycetota,Brevibacteriaceae
MAG_145,raw-080913-2_rerun_bin_103,mOTU_89721,Actinomycetota,Microbacteriaceae
MAG_76,raw-080913-2_bin_122,mOTU_152653,Bacillota,Lactobacillaceae
MAG_124,raw-080913-2_bin_6,mOTU_147384,Actinomycetota,Streptomycetaceae
MAG_107,raw-080913-2_bin_45,mOTU_86258,Deinococcota,Trueperaceae
MAG_76,raw-080913-2_bin_122,mOTU_156310,Bacillota,Lactobacillaceae
MAG_140,raw-080913-2_bin_93,mOTU_84963,Chloroflexota,UBA6265
MAG_64,raw-080913-2_bin_103,mOTU_84960,Actinomycetota,Microbacteriaceae
MAG_166,raw-080913-2_rerun_bin_77,mOTU_89687,Pseudomonadota,Xanthomonadaceae
MAG_99,raw-080913-2_bin_37,mOTU_84839,Actinomycetota,JAAYBP01
MAG_100,raw-080913-2_bin_38,mOTU_89470,Actinomycetota,JAAYBP01
MAG_157,raw-080913-2_rerun_bin_54,mOTU_94000,Pseudomonadota,Acetobacteraceae
MAG_200,raw-080913-8-1-ph_bin_64,mOTU_174676,Bacillota,Streptococcaceae
MAG_175,raw-080913-8-1-ph_bin_17,mOTU_152395,Actinomycetota,Actinomycetaceae
MAG_37,raw-080613-5-ph_rerun_bin_53,mOTU_89648,Actinomycetota,Actinomycetaceae
MAG_210,raw-080913-8-1-ph_rerun_bin_13,mOTU_170014,Bacillota,Enterococcaceae
MAG_192,raw-080913-8-1-ph_bin_47,mOTU_34897,Pseudomonadota,Pasteurellaceae
MAG_232,raw-080913-8-1-ph_rerun_bin_57,mOTU_44695,Methanobacteriota,Methanobacteriaceae
MAG_186,raw-080913-8-1-ph_bin_39,mOTU_152409,Desulfobacterota,Desulfovibrionaceae
MAG_229,raw-080913-8-1-ph_rerun_bin_52,mOTU_156236,Desulfobacterota,Desulfovibrionaceae
MAG_184,raw-080913-8-1-ph_bin_33,mOTU_30233,Bacillota_A,Acutalibacteraceae
MAG_197,raw-080913-8-1-ph_bin_5,mOTU_90430,Bacillota_A,CAG-74
MAG_178,raw-080913-8-1-ph_bin_22,mOTU_147749,Desulfobacterota,Desulfovibrionaceae
MAG_198,raw-080913-8-1-ph_bin_60,mOTU_30056,Bacillota_A,Peptostreptococcaceae
MAG_176,raw-080913-8-1-ph_bin_20,mOTU_174472,Bacillota,Enterococcaceae
MAG_207,raw-080913-8-1-ph_bin_8,mOTU_30225,Desulfobacterota,Desulfovibrionaceae
MAG_204,raw-080913-8-1-ph_bin_6,mOTU_34720,Desulfobacterota,Desulfovibrionaceae
MAG_174,raw-080913-8-1-ph_bin_16,mOTU_30289,Bacillota_A,Clostridiaceae
MAG_225,raw-080913-8-1-ph_rerun_bin_41,mOTU_37204,Bacillota_A,Eubacteriaceae
MAG_227,raw-080913-8-1-ph_rerun_bin_49,mOTU_89263,Bacillota,Streptococcaceae
MAG_188,raw-080913-8-1-ph_bin_40,mOTU_156223,Pseudomonadota,Rhodocyclaceae
MAG_218,raw-080913-8-1-ph_rerun_bin_31,mOTU_152554,Desulfobacterota,Desulfovibrionaceae
MAG_215,raw-080913-8-1-ph_rerun_bin_24,mOTU_85052,Verrucomicrobiota,Akkermansiaceae
MAG_206,raw-080913-8-1-ph_bin_7,mOTU_89741,Desulfobacterota,Adiutricaceae
MAG_212,raw-080913-8-1-ph_rerun_bin_19,mOTU_170085,Bacillota,Enterococcaceae
MAG_228,raw-080913-8-1-ph_rerun_bin_4,mOTU_170061,Bacillota,Enterococcaceae
MAG_172,raw-080913-8-1-ph_bin_13,mOTU_170011,Bacillota,Enterococcaceae
MAG_201,raw-080913-8-1-ph_bin_65,mOTU_44422,Bacillota,Lactobacillaceae
MAG_179,raw-080913-8-1-ph_bin_23,mOTU_174653,Bacillota_A,Ruminococcaceae
MAG_220,raw-080913-8-1-ph_rerun_bin_34,mOTU_152551,Desulfobacterota,Desulfovibrionaceae
MAG_187,raw-080913-8-1-ph_bin_3,mOTU_93187,Planctomycetota,Thermoguttaceae
MAG_202,raw-080913-8-1-ph_bin_66,mOTU_174471,Actinomycetota,Propionibacteriaceae
MAG_177,raw-080913-8-1-ph_bin_21,mOTU_90458,Desulfobacterota,Desulfobulbaceae
MAG_213,raw-080913-8-1-ph_rerun_bin_1,mOTU_44320,Pseudomonadota,Enterobacteriaceae
MAG_181,raw-080913-8-1-ph_bin_28,mOTU_169959,Bacillota,Enterococcaceae
MAG_197,raw-080913-8-1-ph_bin_5,mOTU_93367,Bacillota_A,CAG-74
MAG_223,raw-080913-8-1-ph_rerun_bin_39,mOTU_169999,Desulfobacterota,UBA2174_A
MAG_173,raw-080913-8-1-ph_bin_15,mOTU_90461,Bacillota_A,Ruminococcaceae
MAG_208,raw-080913-8-1-ph_bin_9,mOTU_147736,Desulfobacterota,Desulfovibrionaceae
MAG_201,raw-080913-8-1-ph_bin_65,mOTU_152449,Bacillota,Lactobacillaceae
MAG_211,raw-080913-8-1-ph_rerun_bin_17,mOTU_174756,Bacillota,Enterococcaceae
MAG_185,raw-080913-8-1-ph_bin_38,mOTU_90403,Bacillota_A,Christensenellaceae
MAG_199,raw-080913-8-1-ph_bin_63,mOTU_170078,Bacillota_A,Lachnospiraceae
MAG_236,raw-080913-8-1-ph_rerun_bin_70,mOTU_44694,Methanobacteriota,Methanobacteriaceae
MAG_221,raw-080913-8-1-ph_rerun_bin_36,mOTU_37017,Bacillota_A,Eubacteriaceae
MAG_183,raw-080913-8-1-ph_bin_31,mOTU_90484,Bacillota_A,Christensenellaceae
MAG_194,raw-080913-8-1-ph_bin_50,mOTU_89736,Pseudomonadota,Burkholderiaceae
MAG_216,raw-080913-8-1-ph_rerun_bin_25,mOTU_87407,Actinomycetota,Mycobacteriaceae
MAG_234,raw-080913-8-1-ph_rerun_bin_61,mOTU_92348,Bacillota,Gemellaceae
MAG_31,raw-080613-5-ph_rerun_bin_46,mOTU_169585,Actinomycetota,Mycobacteriaceae
MAG_22,raw-080613-5-ph_rerun_bin_35,mOTU_169815,Bacillota,Staphylococcaceae
MAG_42,raw-080613-5-ph_rerun_bin_5,mOTU_88424,Actinomycetota,Propionibacteriaceae
MAG_175,raw-080913-8-1-ph_bin_17,mOTU_87934,Actinomycetota,Actinomycetaceae
MAG_196,raw-080913-8-1-ph_bin_57,mOTU_83067,Pseudomonadota,Pasteurellaceae
MAG_193,raw-080913-8-1-ph_bin_48,mOTU_88861,Actinomycetota,Mycobacteriaceae
MAG_200,raw-080913-8-1-ph_bin_64,mOTU_82803,Bacillota,Streptococcaceae
MAG_237,raw-080913-8-1-ph_rerun_bin_71,mOTU_92173,Bacillota,Gemellaceae
MAG_7,raw-080613-5-ph_rerun_bin_18,mOTU_87460,Actinomycetota,Dermatophilaceae
MAG_35,raw-080613-5-ph_rerun_bin_50,mOTU_84428,Bacillota,Streptococcaceae
MAG_30,raw-080613-5-ph_rerun_bin_44,mOTU_169593,Bacillota,Staphylococcaceae
MAG_9,raw-080613-5-ph_rerun_bin_20,mOTU_88819,Actinomycetota,Mycobacteriaceae
MAG_238,raw-080913-8-1-ph_rerun_bin_72,mOTU_83930,Bacillota,Streptococcaceae
MAG_192,raw-080913-8-1-ph_bin_47,mOTU_169715,Pseudomonadota,Pasteurellaceae
MAG_17,raw-080613-5-ph_rerun_bin_30,mOTU_169464,Bacillota,Staphylococcaceae
MAG_13,raw-080613-5-ph_rerun_bin_26,mOTU_36910,Actinomycetota,Dermabacteraceae
MAG_12,raw-080613-5-ph_rerun_bin_25,mOTU_82932,Actinomycetota,Mycobacteriaceae
MAG_11,raw-080613-5-ph_rerun_bin_24,mOTU_84475,Actinomycetota,Propionibacteriaceae
MAG_21,raw-080613-5-ph_rerun_bin_34,mOTU_88435,Actinomycetota,Nocardioidaceae
MAG_6,raw-080613-5-ph_rerun_bin_16,mOTU_87737,Actinomycetota,Jatrophihabitantaceae
MAG_5,raw-080613-5-ph_rerun_bin_15,mOTU_84474,Actinomycetota,Dermatophilaceae
MAG_29,raw-080613-5-ph_rerun_bin_43,mOTU_84578,Actinomycetota,Mycobacteriaceae
MAG_26,raw-080613-5-ph_rerun_bin_40,mOTU_174206,Actinomycetota,Propionibacteriaceae
MAG_46,raw-080613-5-ph_rerun_bin_7,mOTU_87349,Actinomycetota,Micromonosporaceae
MAG_37,raw-080613-5-ph_rerun_bin_53,mOTU_92007,Actinomycetota,Actinomycetaceae
MAG_39,raw-080613-5-ph_rerun_bin_56,mOTU_169596,Bacillota,Aerococcaceae
MAG_10,raw-080613-5-ph_rerun_bin_22,mOTU_88439,Actinomycetota,Nocardioidaceae
MAG_14,raw-080613-5-ph_rerun_bin_27,mOTU_88616,Actinomycetota,Beutenbergiaceae
MAG_41,raw-080613-5-ph_rerun_bin_59,mOTU_87823,Actinomycetota,Mycobacteriaceae
MAG_1,raw-080613-5-ph_rerun_bin_10,mOTU_88582,Actinomycetota,Mycobacteriaceae
MAG_182,raw-080913-8-1-ph_bin_29,mOTU_83020,Bacillota,Enterococcaceae
MAG_11,raw-080613-5-ph_rerun_bin_24,mOTU_88427,Actinomycetota,Propionibacteriaceae
MAG_25,raw-080613-5-ph_rerun_bin_3,mOTU_171944,Actinomycetota,Streptosporangiaceae
MAG_48,raw-080613-5-ph_rerun_bin_8,mOTU_88414,Actinomycetota,Nakamurellaceae
MAG_18,raw-080613-5-ph_rerun_bin_31,mOTU_87826,Actinomycetota,Mycobacteriaceae
MAG_6,raw-080613-5-ph_rerun_bin_16,mOTU_84311,Actinomycetota,Jatrophihabitantaceae
MAG_209,raw-080913-8-1-ph_rerun_bin_12,mOTU_21268,Pseudomonadota,Burkholderiaceae_A
MAG_15,raw-080613-5-ph_rerun_bin_28,mOTU_169566,Bacillota,Staphylococcaceae
MAG_23,raw-080613-5-ph_rerun_bin_38,mOTU_88584,Actinomycetota,Mycobacteriaceae
MAG_180,raw-080913-8-1-ph_bin_26,mOTU_87941,Actinomycetota,Actinomycetaceae
MAG_44,raw-080613-5-ph_rerun_bin_6,mOTU_87347,Actinomycetota,Micromonosporaceae
MAG_52,raw-080813-7-mc_bin_10,mOTU_169810,Pseudomonadota,Rhizobiaceae
MAG_55,raw-080813-7-mc_bin_13,mOTU_169708,Bacillota,Enterococcaceae
MAG_77,raw-080913-2_bin_123,mOTU_92047,Bacillota,Gemellaceae
MAG_53,raw-080813-7-mc_bin_11,mOTU_169837,Bacillota,Enterococcaceae
MAG_61,raw-080813-7-mc_bin_27,mOTU_174262,Bacillota,Streptococcaceae
MAG_54,raw-080813-7-mc_bin_12,mOTU_169706,Bacillota,Enterococcaceae
MAG_56,raw-080813-7-mc_bin_17,mOTU_87910,Actinomycetota,Mycobacteriaceae
MAG_59,raw-080813-7-mc_bin_25,mOTU_82832,Bacillota,Lactobacillaceae
MAG_50,raw-080813-7-mc_bin_7,mOTU_174084,Bacillota,Enterococcaceae
MAG_171,raw-080913-2_rerun_bin_94,mOTU_169803,Bacillota,Staphylococcaceae
MAG_230,raw-080913-8-1-ph_rerun_bin_53,mOTU_92030,Bacillota,Streptococcaceae
MAG_67,raw-080913-2_bin_107,mOTU_36892,Actinomycetota,Mycobacteriaceae
MAG_143,raw-080913-2_bin_99,mOTU_174305,Pseudomonadota,Xanthomonadaceae
MAG_92,raw-080913-2_bin_26,mOTU_88024,Actinomycetota,Mycobacteriaceae
MAG_107,raw-080913-2_bin_45,mOTU_88105,Deinococcota,Trueperaceae
MAG_103,raw-080913-2_bin_41,mOTU_87786,Actinomycetota,Solirubrobacteraceae
MAG_108,raw-080913-2_bin_46,mOTU_36904,Actinomycetota,Brevibacteriaceae
MAG_102,raw-080913-2_bin_40,mOTU_87521,Actinomycetota,Nocardioidaceae
MAG_112,raw-080913-2_bin_51,mOTU_87954,Actinomycetota,Propionibacteriaceae
MAG_101,raw-080913-2_bin_3,mOTU_83923,Thermoproteota,JANJXX01; Unclassified order; Unclassified family
MAG_75,raw-080913-2_bin_119,mOTU_36898,Bacillota_A,Ruminococcaceae
MAG_96,raw-080913-2_bin_33,mOTU_89024,Pseudomonadota,Enterobacteriaceae
MAG_88,raw-080913-2_bin_20,mOTU_87968,Actinomycetota,Mycobacteriaceae
MAG_163,raw-080913-2_rerun_bin_71,mOTU_36698,Actinomycetota,Actinomycetaceae
MAG_104,raw-080913-2_bin_42,mOTU_88744,Actinomycetota,Nocardioidaceae
MAG_95,raw-080913-2_bin_32,mOTU_87877,Actinomycetota,Geodermatophilaceae
MAG_134,raw-080913-2_bin_84,mOTU_91954,Actinomycetota,Microbacteriaceae
MAG_111,raw-080913-2_bin_50,mOTU_84502,Actinomycetota,Solirubrobacteraceae
MAG_125,raw-080913-2_bin_70,mOTU_88847,Actinomycetota,Mycobacteriaceae
MAG_156,raw-080913-2_rerun_bin_52,mOTU_84507,Actinomycetota,Beutenbergiaceae
MAG_64,raw-080913-2_bin_103,mOTU_88957,Actinomycetota,Microbacteriaceae
MAG_115,raw-080913-2_bin_57,mOTU_84540,Actinomycetota,Nakamurellaceae
MAG_73,raw-080913-2_bin_116,mOTU_87396,Actinomycetota,Dermatophilaceae
MAG_150,raw-080913-2_rerun_bin_19,mOTU_174312,Pseudomonadota,Enterobacteriaceae
MAG_124,raw-080913-2_bin_6,mOTU_171900,Actinomycetota,Streptomycetaceae
MAG_100,raw-080913-2_bin_38,mOTU_84492,Actinomycetota,JAAYBP01
MAG_147,raw-080913-2_rerun_bin_111,mOTU_36819,Actinomycetota,Actinomycetaceae
MAG_155,raw-080913-2_rerun_bin_39,mOTU_91974,Actinomycetota,Nocardioidaceae
MAG_117,raw-080913-2_bin_60,mOTU_84498,Actinomycetota,JAAYBP01
MAG_140,raw-080913-2_bin_93,mOTU_174063,Chloroflexota,UBA6265
MAG_86,raw-080913-2_bin_18,mOTU_169785,Bacillota,Enterococcaceae
MAG_135,raw-080913-2_bin_85,mOTU_87339,Actinomycetota,Nocardioidaceae
MAG_76,raw-080913-2_bin_122,mOTU_169573,Bacillota,Lactobacillaceae
MAG_65,raw-080913-2_bin_105,mOTU_82919,Actinomycetota,Propionibacteriaceae
MAG_131,raw-080913-2_bin_80,mOTU_36919,Actinomycetota,Actinomycetaceae
MAG_142,raw-080913-2_bin_97,mOTU_91774,Bacillota_A,Peptostreptococcaceae
MAG_158,raw-080913-2_rerun_bin_55,mOTU_87509,Actinomycetota,Nocardioidaceae
MAG_149,raw-080913-2_rerun_bin_17,mOTU_88939,Actinomycetota,Mycobacteriaceae
MAG_91,raw-080913-2_bin_23,mOTU_92058,Actinomycetota,Dermatophilaceae
MAG_162,raw-080913-2_rerun_bin_64,mOTU_92071,Actinomycetota,JAAYBP01
