MAG,Phyllostomus discolor (080613_8),Phyllostomus discolor (080813_19),Mimon crenulatum (080813_7),Mimon crenulatum (080913_2),Phyllostomus hastatus (080913_7),Phyllostomus hastatus (080613_5),Phyllostomus hastatus (080913_8)
MAG_160,1.8199315044180882e-8,1.936759322794706e-9,2.0063238573238278e-10,4.688333248108242e-5,0,1.477121435808046e-10,0
MAG_161,0,0,1.0653415306545154e-8,2.126636162991955e-6,0,7.273546309549015e-11,0
MAG_162,0,0,0,5.363811522890174e-6,0,0,0
MAG_163,7.20380196228689e-8,0,0,1.5427979967468599e-6,0,8.736694747631397e-10,0
MAG_164,5.800060879153147e-10,1.3336344450157054e-8,1.497947702473213e-10,1.7537549572705375e-6,0,9.001396373787614e-11,0
MAG_165,0,0,0,1.022896982933948e-6,0,0,0
MAG_166,3.592974369545675e-8,3.664519396578282e-8,0,3.7018256490147782e-6,0,6.683463564611566e-12,0
MAG_167,2.928922281856574e-7,1.6522573374493427e-8,4.2655916806399877e-10,3.240966002217505e-6,0,2.8460654243031665e-11,0
MAG_168,1.091684655385586e-8,0,0,6.0304225712890114e-5,0,0,0
MAG_169,0,0,8.28985687326878e-11,7.880434433648848e-7,0,0,0
MAG_17,0,0,0,0,0,1.4299025707081158e-6,7.3818198184469565e-9
MAG_170,3.9381000810511963e-7,2.815567393390714e-8,0,2.437032712075722e-5,0,3.1298222824456407e-10,0
MAG_171,1.5203564790005132e-7,4.152660212378516e-7,1.1834526467082962e-5,3.1496572450239986e-5,0,5.247555238420557e-10,3.5024696609391705e-9
MAG_172,1.058019017115975e-5,0,1.9895114432785388e-7,1.1508071486611134e-6,0,3.868220930506162e-9,1.1414275758123821e-4
MAG_173,7.612071770488023e-7,0,0,0,0,0,4.1474046461284835e-5
MAG_174,1.069246435925133e-5,7.085079318228883e-7,2.5676865456729704e-6,1.6460544734493676e-8,3.120313055048815e-5,1.8674584782268963e-8,4.393996586188277e-5
MAG_175,0.005699693190228984,0.013210018717632466,1.1563662852398135e-8,1.0279405920752348e-8,3.898704037401114e-4,1.9252466635246622e-4,1.898210157534142e-4
MAG_176,0,0,0,0,0,0,6.739754489619637e-5
MAG_177,7.591581262617876e-6,0,0,2.2599309569330656e-8,0,0,3.2116328399767065e-5
MAG_178,1.3371266439978576e-6,0,0,9.881899627307516e-10,0,0,1.7456726700881688e-5
MAG_179,2.1921699980027722e-7,0,0,0,0,0,1.7184231092302134e-5
MAG_18,1.2185539786458817e-6,4.424831835404869e-8,0,6.875713518008719e-10,0,8.229762156077347e-7,1.2118807493949652e-10
MAG_180,3.052188174458623e-4,0.0015279643743165447,0,0,0,1.148631825147975e-5,1.7594466503676425e-5
MAG_181,4.503172149791013e-7,0,0,4.68867627810143e-10,0,0,8.281956889548105e-5
MAG_182,4.805637910678534e-5,8.86820133526941e-6,5.8175502118847075e-5,3.348622824024501e-4,0,1.0025606362053727e-6,1.2834930560803e-5
MAG_183,0,0,0,0,0,0,4.03522305923962e-5
MAG_184,2.3674446888178157e-6,3.5466400233784945e-7,1.332208429150753e-7,4.090839562544151e-9,0,0,7.834182050878048e-5
MAG_185,0,0,0,0,0,0,4.536445160350325e-5
MAG_186,0,0,0,0,0,0,4.9103113239284066e-5
MAG_187,2.548504612207138e-7,0,0,1.517277432745915e-9,0,0,9.092995841708323e-5
MAG_188,1.2269105473847894e-4,5.747297278518726e-5,1.7717851611741553e-8,8.916015798754727e-8,1.0908406487137027e-4,1.616882364890223e-8,8.178243581923102e-6
MAG_189,5.542161591426585e-6,0,0,2.234223355141105e-9,0,0,1.0366108415298498e-5
MAG_19,0,0,0,0,0,7.2263875703546e-7,2.4732530853950712e-11
MAG_190,0,0,0,0,0,0,5.0703847074810235e-6
MAG_191,0,0,0,0,0,0,1.094372971440956e-5
MAG_192,1.0988442182613698e-5,1.0510539995942619e-6,0,0,0,7.812921338134668e-6,4.513991421986185e-5
MAG_193,1.0712438793109927e-8,0,0,1.6870756224924555e-10,3.6200638543494496e-6,6.013837764459203e-4,2.8061593175123056e-5
MAG_194,0,0,0,0,0,0,1.4712798599161507e-5
MAG_195,4.705726284538059e-5,4.814976625799492e-7,7.997356602952734e-7,8.83172585986071e-8,0,4.3594662640015726e-11,6.237110924486453e-5
MAG_196,2.048427733853576e-5,1.0310624250760726e-6,0,0,0,0.002218151448166465,7.627486143985409e-4
MAG_197,6.277078813393113e-7,0,0,0,0,0,2.6677663321811733e-5
MAG_198,0,0,0,0,0,2.5283942164837074e-7,9.634387051490333e-5
MAG_199,0,0,0,2.4585836684688033e-7,0,0,8.632999748220507e-6
MAG_2,3.303808775125075e-6,6.577197967229683e-9,5.162086150544724e-10,1.2089526314128942e-9,0,3.1712880564864137e-6,5.251426426322292e-8
MAG_20,0,0,0,0,0,1.0504204566957849e-6,3.5807487494740985e-9
MAG_200,3.382280973089725e-6,8.361860246651098e-7,5.552266599440224e-7,3.925016007215773e-7,0,0.007461108256495017,4.8882329846393e-4
MAG_201,0,0,0,0,0,0,2.487126160703967e-5
MAG_202,0,0,0,0,0,0,7.926209626605708e-6
MAG_203,0,0,0,0,0,0,2.1273449893982282e-5
MAG_204,9.97009131045817e-7,0,0,4.5250448027368014e-10,0,0,3.4183288335641355e-4
MAG_205,0,0,0,0,0,0,1.2440505581232124e-5
MAG_206,4.223854714773027e-6,0,0,6.556147368961674e-10,0,0,1.9481345124307346e-5
MAG_207,0,0,0,0,0,0,5.619356133813777e-5
MAG_208,1.1293180766388474e-5,0,0,1.3145078956280786e-8,0,0,6.344467360568338e-5
MAG_209,5.813823429817467e-4,2.644081138747951e-7,1.8863909224396908e-8,0,0,3.061422524937634e-6,7.124838184802612e-5
MAG_21,0,0,0,0,0,1.433081679138575e-6,9.274487092066717e-9
MAG_210,1.1017524735453474e-4,2.8361951463840613e-6,7.804912600287696e-7,6.344945107553896e-8,0,0,8.938545430590661e-4
MAG_211,1.5890557678629133e-8,0,2.896187353249704e-9,0,0,6.916847074166821e-6,6.046473404391644e-5
MAG_212,2.271666234621008e-5,2.0205638611708832e-6,0,4.0984046531371286e-10,0,4.6740608765736297e-7,2.9988155792250118e-5
MAG_213,1.0181391594528034e-4,3.519275195977517e-5,5.540411584392508e-7,8.602809543675534e-4,0,4.5436103503772125e-08,4.47447715842084e-5
MAG_214,2.011666855313322e-6,1.4231368560437084e-6,1.4500883853400855e-4,1.6704423464684713e-4,0,5.612807158911428e-8,1.862481333683324e-5
MAG_215,2.473408417894021e-4,2.986771920624495e-5,1.1999327532584895e-6,3.3032551844400474e-6,0.0143116643026319,5.93980097265785e-6,4.9012250988094184e-5
MAG_216,0.005124482654473237,6.307179488918025e-5,1.453125152023936e-5,1.4394919613809002e-5,0.0029712114217467223,3.092597490557951e-5,3.96474385987459e-5
MAG_217,4.3934259905899675e-6,2.3684610141989995e-6,1.965298251964295e-7,2.3105408171431813e-7,6.954260914681157e-5,5.378631956256809e-8,1.2077219499569204e-5
MAG_218,2.2225881588555373e-9,0,0,3.108358293753159e-10,0,0,5.6746442477783893e-5
MAG_219,6.192560625735076e-5,4.3072953508591257e-4,0.004580857559327412,0.0049741396152589296,0,6.302745469700705e-8,2.7589441478032133e-5
MAG_22,2.7954386087533565e-7,2.3454666241714438e-7,0,2.5772476205689655e-9,0,1.6839644256206278e-5,7.869721951631846e-8
MAG_220,1.8786185061124554e-8,0,0,0,0,0,7.2349492138143625e-6
MAG_221,0,0,0,0,0,0,7.77776835827725e-6
MAG_222,0,0,0,0,0,0,7.298504406831456e-5
MAG_223,2.2669340243309053e-6,0,0,0,0,0,3.070367996339806e-5
MAG_224,1.6968785136533557e-7,0,1.5061578385737018e-8,0,0,0,1.1563232103475512e-5
MAG_225,0,0,0,0,0,0,7.553887967428752e-6
MAG_226,0,0,0,0,0,0,1.0723236484245586e-5
MAG_227,5.07126856931295e-4,1.0136083090489664e-4,8.144767771013341e-6,3.6139563367472546e-6,0.011580020708968245,1.050774308946264e-4,2.0851385288400988e-4
MAG_228,0,0,0,0,0,0,6.623934785665615e-5
MAG_229,1.6018391352238513e-8,0,0,1.4144701853730738e-10,0,0,2.0099097738754043e-5
MAG_23,1.806165853804076e-7,0,0,8.403620316811515e-10,0,1.8135231414086663e-5,4.107065993376903e-9
MAG_230,1.5359265968890282e-4,6.56335908688908e-5,3.270425472836203e-4,1.93098618481423e-4,0.006934883792991783,4.238622529745709e-6,2.0704593922738935e-5
MAG_231,0,0,0,0,0,0,5.972272822698215e-6
MAG_232,6.956305634458186e-7,0,1.7279650437564235e-8,4.9005106995246275e-9,0,6.108374343993639e-11,1.683538531171408e-4
MAG_233,4.194649400992201e-6,0,1.1637165093821046e-6,4.806894805446991e-5,0,1.953324940579915e-7,2.306975054794597e-5
MAG_234,0,0,7.455769130650018e-9,1.2334132076974811e-8,5.8615499323532635e-5,0.005924195307452819,0.012437714803225662
MAG_235,6.427513807723945e-7,0,4.740106920112121e-6,3.3605609989645914e-8,0,2.0967926376437945e-4,3.0567890807601617e-4
MAG_236,6.01120466004344e-7,0,3.395195332430096e-8,2.207848665062482e-8,0,0,5.9159781720895806e-5
MAG_237,0,0,1.8598917700577882e-7,2.9123348337200315e-6,0,4.147091165156151e-4,1.6885976072958216e-4
MAG_238,7.133314015687542e-5,0,6.116570886322207e-8,1.946097546688815e-8,0,1.4982448175588622e-4,2.214459179977171e-5
MAG_239,0,0,0,0,0,0,6.561298954492619e-6
MAG_24,1.7451198834302838e-8,0,0,0,0,2.378980122254923e-5,1.611214613223134e-6
MAG_25,2.768159152331018e-10,6.640465468632441e-10,1.3651634656117168e-11,2.58198235341168e-9,0,1.0733685895397693e-6,5.727475980420351e-9
MAG_26,1.8460345448835945e-7,7.225976923357341e-8,2.4737823637003167e-10,1.6071764136766582e-10,0,5.39510399888372e-7,1.5235117761046736e-9
MAG_27,2.591316134847864e-7,3.081422674166149e-8,0,9.769729550550868e-11,0,1.525878004540991e-5,6.096204694791013e-8
MAG_28,0,0,0,0,0,1.1851900034871252e-6,3.4994704003406977e-10
MAG_29,7.391046691345916e-7,2.582732168819443e-7,0,8.091658760732681e-10,0,4.0362105175145486e-5,7.962376849584282e-7
MAG_3,1.9245072604552778e-5,7.594163151056566e-8,8.687930741132583e-7,1.6184688441851642e-7,0,1.4991950121290108e-6,2.4409604939379336e-11
MAG_30,7.023913619819857e-5,5.377235215068375e-7,3.246365250412811e-9,1.8614018920498047e-8,4.987165952775312e-4,1.1902470032342846e-5,2.679849102759968e-7
MAG_31,1.829652571359833e-4,1.741784204104569e-7,1.6914402817667798e-8,5.870690924710246e-9,0,2.862911428946661e-5,2.913311421051108e-8
MAG_32,0,0,0,0,0,3.9473081061859813e-7,2.459737067029118e-7
MAG_33,9.36391086528924e-6,5.087222302709439e-6,5.252948539541674e-10,0,0,1.1749891791089246e-6,2.145227856892695e-9
MAG_34,0,0,0,0,0,1.4434427152502308e-6,0
MAG_35,0.002291613548185566,1.7614261608492267e-4,4.5362473187368655e-7,3.1821782435780937e-7,7.902674126865692e-5,9.973293177518011e-6,2.4455157576098683e-5
MAG_36,4.555844899494635e-6,2.0893500885172915e-7,5.336736439457368e-10,1.7094225300155005e-9,0,8.796641743880454e-6,7.455097132442074e-8
MAG_37,0,0,0,0,0,5.062617024017732e-7,8.49730329398298e-7
MAG_38,0,0,0,0,0,2.636097126158838e-6,3.503198859772525e-10
MAG_39,0,0,0,0,0,6.887304277420321e-7,4.0088775449307415e-6
MAG_4,9.481053035521484e-9,0,1.2591420051212112e-10,1.1166445736122994e-8,0,1.0553475254566516e-6,4.581268350351418e-11
MAG_40,4.255980017931534e-9,2.0333991837131594e-8,3.820289018215642e-8,2.748079560725539e-9,0,1.472566309949099e-6,9.544086216387722e-9
MAG_41,0,0,0,0,0,3.531624095809953e-6,1.4957918646118397e-9
MAG_42,5.1677362745248184e-8,0,5.637621944444731e-9,5.978128236212638e-9,0,9.59093231644695e-6,1.9945658564331197e-8
MAG_43,9.311391622501919e-7,8.376113419775447e-7,0,0,0,5.849342449144861e-7,6.827156889344997e-10
MAG_44,4.701698529741317e-8,6.75334065542267e-9,0,2.4841775077700295e-11,0,2.2791805122203715e-6,5.736589238714943e-9
MAG_45,5.3320421658624625e-9,0,0,0,0,6.136926912568865e-7,1.1218073874435722e-10
MAG_46,0,0,0,0,0,1.8015934189499378e-5,5.210796942148752e-7
MAG_47,0,0,2.2337849682308316e-9,6.91120437045536e-8,0,3.781987630224551e-7,2.340807461844301e-9
MAG_48,0,0,0,0,0,2.9023186385262012e-6,0
MAG_49,0,0,0,0,0,4.920942786331325e-7,0
MAG_5,1.9902993634807888e-6,3.861907807343644e-7,2.1066111247628908e-8,7.724511825425824e-8,5.2598103099243705e-6,2.131135509560055e-5,5.962326557273228e-7
MAG_50,0,0,5.775413758050955e-5,1.2823138741536493e-5,0,2.0882867246982615e-10,1.882007710357574e-8
MAG_51,2.2545712725068613e-8,0,1.0275159932573436e-4,9.967129386668198e-10,0,2.2069725671361496e-11,0
MAG_52,4.3949357533302405e-5,3.3810716636582524e-5,0.0016409037455421746,2.6109345561557133e-6,6.855050925351448e-5,7.026829701019503e-8,8.274717572052724e-9
MAG_53,1.034163486737608e-6,1.2296562982674002e-9,3.1339381797713023e-4,7.791006934575886e-6,0,1.4568973550769374e-9,4.3411923677685866e-8
MAG_54,2.20910908211837e-6,2.0206838552346548e-6,2.203207025114379e-4,4.5503801565054113e-7,0,5.002732378690313e-10,5.35955695616906e-9
MAG_55,8.959104153780772e-7,3.4859560904464e-7,1.0311676738488455e-4,2.7726315629004687e-6,0,0,3.8517219312465005e-9
MAG_56,8.218556400415851e-7,3.7134996834177487e-7,2.2188485142628212e-4,1.220884220044818e-4,1.2165161651858743e-5,4.1884001403294525e-8,1.6446978154817971e-9
MAG_57,0,0,0.00411031347582839,0,0,0,0
MAG_58,8.358655718562629e-8,0,6.41921179582082e-4,4.075107710187185e-4,0,3.086348478918809e-8,1.2922019221196055e-9
MAG_59,0,0,3.2743601008254473e-4,1.6556121231419703e-6,0,0,0
MAG_6,4.3162741905931175e-7,1.2961795574897823e-7,0,3.404703219904042e-10,0,2.5951939593814223e-6,1.8480538577577126e-8
MAG_60,2.660029858358445e-6,3.2518320083446284e-7,1.615660620267889e-5,2.1347295224297667e-10,0,3.3824960460671766e-8,0
MAG_61,0,0,9.372375315809478e-4,5.26881885437183e-4,0,0,0
MAG_62,4.150881203471396e-6,2.4676934796752223e-6,3.7789200912051183e-05,3.6909758447787816e-7,2.671685761449887e-4,5.53112881577517e-8,1.4224649933582228e-7
MAG_63,1.2690977787184432e-6,0,0,1.964456853968392e-5,0,0,0
MAG_64,1.3324076761309645e-8,0,0,3.1174828483967115e-6,0,1.2567941014147256e-11,0
MAG_65,0,0,0,9.603720333240445e-6,0,0,0
MAG_66,0,0,0,2.812972432416667e-6,0,0,0
MAG_67,0,0,4.6037663068038786e-6,1.9498135697009316e-6,0,0,0
MAG_68,0,0,0,9.342578006450715e-7,0,0,0
MAG_69,0,0,0,1.2634690423574466e-6,0,1.3054908631318043e-10,0
MAG_7,8.602416207143421e-6,6.878761359911738e-7,2.406934128991724e-8,8.388622310080338e-8,0,8.31362053953262e-5,1.0624610720060394e-6
MAG_70,2.8021993248247237e-7,5.220311220070201e-7,3.922365931515213e-7,1.4955088017634105e-5,2.1498313188510705e-5,3.548364607247323e-10,7.288769167085467e-7
MAG_71,0,0,0,1.3626946758716595e-5,0,0,0
MAG_72,0,0,0,2.224487666347682e-5,0,2.4694336113681037e-11,0
MAG_73,3.910952115425838e-9,0,0,1.1458079107832613e-4,0,0,2.0959182044159067e-11
MAG_74,7.291480803582501e-8,0,0,2.434429783886445e-6,0,0,2.911254333361328e-10
MAG_75,0,0,0,1.2627323595668143e-6,0,0,0
MAG_76,0,0,0,2.704044058893506e-6,0,0,0
MAG_77,5.924919107575165e-7,3.9709439228671924e-7,4.681325340736146e-5,5.083936327167869e-5,5.537663805699755e-4,9.054246223594136e-6,1.610929862435427e-5
MAG_78,0,0,0,4.136992024984688e-6,0,0,0
MAG_79,0,0,0,6.390977231777729e-7,0,0,0
MAG_8,2.1608783743103506e-9,0,0,0,0,9.640467204861068e-6,8.567011238980232e-8
MAG_80,0,2.8555982645436567e-8,3.044040934688831e-10,1.5593946985133404e-6,0,8.064954386887167e-12,0
MAG_81,4.17643717255141e-8,3.320339895450717e-9,3.0973642505289465e-4,1.7322860982211638e-4,0,1.1985178104833924e-8,6.128602172945353e-10
MAG_82,0,0,5.847277908599956e-6,3.5972274214041778e-6,0,1.2620199906639337e-9,4.96853863165666e-10
MAG_83,0,0,0,7.829667073306938e-7,0,0,0
MAG_84,0,0,0,3.596118321029932e-7,0,0,0
MAG_85,0,0,0,6.325983202403569e-7,0,0,0
MAG_86,1.3838260668685934e-7,0,4.67773899782374e-10,2.4741668554163083e-6,0,0,2.027309313837091e-9
MAG_87,1.6857088489404085e-4,2.704811699963556e-5,1.6745049579739392e-5,6.386423336764347e-5,0,1.0175184325386915e-7,8.794055410664424e-8
MAG_88,5.725192105788315e-9,2.149307935515397e-6,1.5561252087845764e-8,8.388722128503883e-6,0,0,0
MAG_89,2.8774260476582786e-10,5.800444640755114e-9,1.192747915882548e-9,3.2868940322458195e-5,0,0,0
MAG_9,1.1041789353145476e-5,4.2097564695175506e-7,1.9404119482162816e-8,1.0745330867642751e-9,6.300805261908654e-7,8.728141353816757e-6,7.908371151363742e-8
MAG_90,1.402663523926769e-7,0,0,3.3220033176615202e-6,0,1.4984798468872645e-10,0
MAG_91,2.9184930291233455e-7,3.2151304813746325e-8,3.316920630959687e-10,2.814709293116215e-6,0,2.5171257145183905e-10,0
MAG_92,2.6785720146117615e-6,1.2185798446128692e-6,5.935304486549775e-8,5.417893266764174e-5,1.7415489298469538e-5,2.5573234504310075e-8,1.0173619928185777e-9
MAG_93,2.8203666270891964e-9,7.991148264677084e-9,1.9932944464121445e-10,3.224135366660958e-6,0,1.3504628669895746e-11,0
MAG_94,0,0,0,1.0959223786648568e-5,0,2.9819775463834736e-11,0
MAG_95,0,0,1.455634650902032e-8,2.1991266959994933e-4,0,0,0
MAG_96,8.938714484722354e-6,4.283120669976043e-6,2.832599311329456e-7,1.8818898105584654e-5,0,2.6948539704233963e-9,1.7592170139952226e-9
MAG_97,0,0,0,2.209709857561513e-6,0,0,0
MAG_98,1.3864502212709368e-8,2.680133705451607e-8,4.1776085022448064e-9,5.805365872885724e-6,0,1.0445914048321479e-13,0
MAG_99,0,0,0,2.543423477546153e-6,0,0,0
